CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
05:55;0;6460.37;0;3800.22;60;3;3527.04;2852.6;0;0;3;0;2501;2000673163;8.9;249.6;285.07
06:00;0;6460.37;53;3800.22;60;3;3527.13;2852.6;0;0;8;0;2502;2000673163;9.05;249.9;370.9
06:05;0;6460.37;53;3800.22;59.99;3;3527.21;2852.6;0;0;8;0;2502;2000673163;9.3;249.14;427.49
06:10;0;6460.37;53;3800.22;60;3;3527.3;2852.6;0;0;8;0;2502;2000673163;9.36;248.1;449.05
06:15;0;6460.37;53;3800.22;59.99;3;3527.38;2852.6;0;0;8;0;2502;2000673163;9.4;248.44;455.97
06:20;0;6460.37;0;3800.22;59.97;3;3527.46;2852.6;0;0;3;0;2502;2000673163;9.58;248.07;457.11
06:25;0;6460.37;0;3800.22;59.97;3;3527.55;2852.67;0.16;0.17;7;38.16;2503;2000673163;10.72;247.41;369.5
06:30;0;6460.38;0;3800.22;59.96;3;3527.63;2852.75;0.22;0.23;7;53.62;2503;2000673163;11.42;247.33;354.86
06:35;0;6460.39;0;3800.23;59.98;3;3527.71;2852.84;0.27;0.26;7;65.92;2503;2000673163;11.97;247.12;375.03
06:40;0;6460.4;0;3800.24;59.98;3;3527.8;2852.92;0.37;0.33;7;91.75;2503;2000673163;12.49;247.56;374.37
06:45;0;6460.42;0;3800.25;59.98;3;3527.88;2853.01;0.48;0.41;7;118.79;2503;2000673163;12.9;247.64;369.89
06:50;0;6460.44;0;3800.26;59.97;3;3527.96;2853.09;0.56;0.45;7;138.5;2503;2000673163;13.35;246.94;381.68
