CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:25;0;6056.34;16;3562.55;60.21;3;3015.71;2686.29;0;0;8;0;1806;2000673163;10.1;248.81;272.25
06:30;0;6056.34;0;3562.55;59.97;3;3015.8;2686.29;0;0;3;0;1806;2000673163;10.1;248.33;350
06:35;0;6056.34;0;3562.55;59.96;3;3015.88;2686.29;0;0;3;0;1806;2000673163;10.1;248.48;409.51
06:40;0;6056.34;0;3562.55;59.96;3;3015.96;2686.29;0;0;3;0;1806;2000673163;10.1;247.32;432.3
06:45;0;6056.34;0;3562.55;59.98;3;3016.05;2686.34;0.07;0.1;7;17.04;1807;2000673163;10.72;246.97;375.16
06:50;0;6056.34;0;3562.55;59.99;3;3016.13;2686.43;0.17;0.2;7;42.44;1807;2000673163;11.68;247.53;355.92
06:55;0;6056.35;0;3562.56;59.99;3;3016.21;2686.51;0.27;0.25;7;65.82;1807;2000673163;12.28;247.78;387.77
07:00;0;6056.36;0;3562.57;59.99;3;3016.3;2686.59;0.26;0.24;7;65.05;1807;2000673163;12.61;248.19;404.96
07:05;0;6056.37;15;3562.57;59.97;3;3016.38;2686.67;0.29;0.25;8;72.66;1807;2000673163;13.11;248.26;406.31
07:10;0;6056.37;0;3562.57;59.98;3;3016.46;2686.67;0;0;3;0;1807;2000673163;12.04;247.51;471.17
07:15;0;6056.38;0;3562.58;59.98;3;3016.55;2686.74;0.31;0.28;7;77.12;1808;2000673163;12.66;247.41;383.22
07:20;0;6056.4;0;3562.59;59.98;3;3016.63;2686.82;0.44;0.36;7;108.88;1808;2000673163;13.74;247.74;395.55
