CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:10;0;6259.33;53;3681.96;60;3;3321.38;2771.69;0;0;8;0;2200;2000673163;11.3;251.8;240
06:15;0;6259.33;53;3681.96;59.99;3;3321.46;2771.69;0;0;8;0;2200;2000673163;11.32;252.32;294.62
06:20;0;6259.33;53;3681.96;59.99;3;3321.54;2771.69;0;0;8;0;2200;2000673163;11.59;252.13;354.17
06:25;0;6259.33;53;3681.96;59.99;3;3321.63;2771.69;0;0;8;0;2200;2000673163;11.93;251.99;389.3
06:30;0;6259.33;53;3681.96;59.97;3;3321.71;2771.69;0;0;8;0;2200;2000673163;11.97;251.85;410.96
06:35;0;6259.33;0;3681.96;59.97;3;3321.79;2771.69;0;0;3;0;2200;2000673163;12;251.38;428.41
06:40;0;6259.33;0;3681.96;59.97;3;3321.88;2771.73;0.05;0.07;7;11.25;2201;2000673163;12.39;251.97;393.86
06:45;0;6259.33;0;3681.96;59.99;3;3321.96;2771.81;0.15;0.19;7;37.29;2201;2000673163;13.44;252.05;336.45
06:50;0;6259.34;0;3681.96;59.98;3;3322.04;2771.89;0.22;0.24;7;55.65;2201;2000673163;13.91;251.92;356.11
06:55;0;6259.34;0;3681.97;59.98;3;3322.13;2771.93;0.12;0.12;3;29.55;2201;2000673163;13.92;251.35;419.62
07:00;0;6259.34;15;3681.97;59.98;3;3322.21;2771.93;0;0;8;0;2201;2000673163;13.19;251.61;458.95
07:05;0;6259.34;15;3681.97;59.97;3;3322.29;2771.93;0;0;8;0;2201;2000673163;13.18;251.12;459.21
07:10;0;6259.34;15;3681.97;59.98;3;3322.38;2771.93;0;0;8;0;2201;2000673163;13.2;251.53;465.82
