CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
07:00;0;2570.66;0;1512.15;60;3;964.14;918.93;0;0;3;0;447;2000673163;10.7;244.73;279.37
07:05;0;2570.66;0;1512.15;59.98;3;964.22;918.99;0.01;0.02;7;1.26;450;2000673163;10.85;244.86;260.3
07:10;0;2570.66;0;1512.15;59.98;3;964.3;919.07;0.01;0.04;3;2.95;450;2000673163;11.28;244.98;267.93
07:15;0;2570.66;0;1512.15;59.99;3;964.39;919.07;0;0;3;0;450;2000673163;11.27;244.91;431.42
07:20;0;2570.66;0;1512.15;59.99;3;964.47;919.07;0;0;3;0;450;2000673163;11.25;244.49;441.83
07:25;0;2570.66;0;1512.15;59.99;3;964.55;919.12;0.11;0.13;7;26.35;451;2000673163;11.95;244.79;371.53
07:30;0;2570.67;0;1512.16;59.99;3;964.64;919.21;0.19;0.2;7;46.32;451;2000673163;12.78;246.02;368.05
07:35;0;2570.68;0;1512.16;59.99;3;964.72;919.29;0.23;0.22;7;56.29;451;2000673163;13.2;246.47;388.13
07:40;0;2570.69;0;1512.17;59.99;3;964.8;919.37;0.27;0.25;7;67.26;451;2000673163;13.75;246.35;382.31
07:45;0;2570.7;0;1512.18;59.99;3;964.89;919.46;0.32;0.28;7;78.13;451;2000673163;13.95;245.91;387.95
07:50;0;2570.71;0;1512.18;59.98;3;964.97;919.54;0.36;0.3;7;88.83;451;2000673163;14.5;245.86;396.92
07:55;0;2570.72;0;1512.19;59.99;3;965.05;919.62;0.4;0.36;7;97.42;451;2000673163;14.56;246.46;354.96
08:00;0;2570.74;0;1512.2;59.98;3;965.14;919.71;0.44;0.35;7;108.84;451;2000673163;15.08;246.38;401.22
