CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:50;0;3722.37;0;2189.63;59.99;3;1588.95;1507.6;0;0;2;0;817;2000673163;7.5;250.35;271.45
06:55;0;3722.37;0;2189.63;60;3;1589.04;1507.6;0;0;6;0.03;822;2000673163;7.75;250.33;298.66
07:00;0;3722.37;0;2189.63;59.99;3;1589.12;1507.69;0.01;0.03;7;1.49;822;2000673163;8.16;249.95;250.99
07:05;0;3722.37;0;2189.63;59.98;3;1589.2;1507.77;0.01;0.04;6;2.75;822;2000673163;8.2;250.22;252.78
07:10;0;3722.37;0;2189.63;59.99;3;1589.29;1507.85;0.05;0.12;7;12.14;822;2000673163;8.21;249.82;250.66
07:15;0;3722.38;0;2189.63;59.99;3;1589.37;1507.94;0.07;0.15;7;17.42;822;2000673163;8.49;249.28;250.91
07:20;0;3722.38;0;2189.64;59.98;3;1589.45;1508.02;0.06;0.13;7;15.01;822;2000673163;8.8;249.51;255.95
07:25;0;3722.38;0;2189.64;59.99;3;1589.54;1508.1;0.09;0.17;7;22.65;822;2000673163;8.96;249.15;257.53
07:30;0;3722.39;0;2189.64;59.99;3;1589.62;1508.19;0.15;0.2;7;36.32;822;2000673163;9.39;249.29;310.82
07:35;0;3722.4;0;2189.64;59.99;3;1589.7;1508.27;0.2;0.23;7;50.49;822;2000673163;9.89;248.97;334.66
07:40;0;3722.41;0;2189.65;59.98;3;1589.79;1508.35;0.32;0.29;7;79.77;822;2000673163;10.43;248.19;388.96
07:45;0;3722.42;0;2189.66;59.99;3;1589.87;1508.44;0.39;0.33;7;96.26;822;2000673163;10.86;247.81;392.99
