CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:05;0;6598.34;0;3881.38;60.02;3;3639.8;2899.96;0;0;3;0;2636;2000673163;14.5;246.56;272.79
06:10;0;6598.34;16;3881.38;60.01;3;3639.89;2899.96;0;0;8;0;2636;2000673163;14.5;246.16;323.48
06:15;0;6598.34;0;3881.38;59.98;3;3639.97;2899.96;0;0;3;0;2636;2000673163;14.5;245.78;384.75
06:20;0;6598.34;0;3881.38;59.96;3;3640.06;2899.96;0;0;3;0;2636;2000673163;14.72;245.67;406.68
06:25;0;6598.34;0;3881.38;59.98;3;3640.14;2899.97;0;0.01;3;1.11;2637;2000673163;15.07;246.24;417.68
06:30;0;6598.34;0;3881.38;59.97;3;3640.22;2900.01;0.07;0.1;7;17.96;2638;2000673163;15.46;245.69;373.43
06:35;0;6598.34;0;3881.38;59.97;3;3640.31;2900.1;0.15;0.19;7;35.51;2638;2000673163;16.31;245.55;309.87
06:40;0;6598.35;16;3881.38;59.97;3;3640.39;2900.13;0.07;0.08;8;16.78;2638;2000673163;16.09;244.52;395.01
06:45;0;6598.35;0;3881.38;59.97;3;3640.47;2900.13;0;0;3;0;2638;2000673163;15.78;244.78;455.36
06:50;0;6598.36;0;3881.39;59.97;3;3640.56;2900.19;0.29;0.26;7;72;2639;2000673163;16.41;245.61;389.83
06:55;0;6598.37;0;3881.4;59.99;3;3640.64;2900.27;0.44;0.39;7;108.38;2639;2000673163;17.63;245.17;358.37
07:00;0;6598.4;0;3881.41;59.99;3;3640.72;2900.35;0.66;0.51;7;162.65;2639;2000673163;18.14;245.22;383.08
