CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:25;0;11140.28;0;6553.1;59.99;3;5695.69;4708.62;0;0;2;0;3914;2000673163;8.41;249.51;286
06:30;0;11140.28;0;6553.1;59.98;3;5695.78;4708.67;0;0.01;7;0.59;3918;2000673163;8.76;249.81;269
06:35;0;11140.28;0;6553.1;59.98;3;5695.86;4708.76;0.01;0.03;7;2.01;3918;2000673163;8.79;248.37;250.83
06:40;0;11140.28;0;6553.1;59.98;3;5695.94;4708.8;0.01;0.02;3;1.59;3918;2000673163;8.96;248.49;349.3
06:45;0;11140.28;0;6553.1;60.01;3;5696.03;4708.8;0;0;3;0;3918;2000673163;8.8;248.78;439.74
06:50;0;11140.28;0;6553.1;60;3;5696.11;4708.8;0;0;2;0;3918;2000673163;8.8;248.17;445.8
06:55;0;11140.28;0;6553.1;60.02;3;5696.19;4708.8;0;0;3;0;3918;2000673163;8.8;247.95;452.3
07:00;0;11140.28;0;6553.1;60.01;3;5696.28;4708.8;0;0;3;0;3918;2000673163;8.82;247.63;456.47
07:05;0;11140.28;0;6553.11;59.98;3;5696.36;4708.87;0.15;0.16;7;36.24;3919;2000673163;10.09;246.54;381.86
07:10;0;11140.29;0;6553.11;59.97;3;5696.44;4708.95;0.19;0.19;7;45.91;3919;2000673163;10.75;247.16;394.53
07:15;0;11140.3;0;6553.12;59.98;3;5696.52;4709.04;0.22;0.22;7;53.95;3919;2000673163;11.28;246.54;382.6
07:20;0;11140.3;0;6553.12;59.97;3;5696.61;4709.12;0.24;0.23;7;58.11;3919;2000673163;11.29;246.74;381.43
