CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:40;0;4740.4;14;2788.47;59.98;0;2326.25;2164.48;0;0;8;0;1360;2000673163;7.87;248.09;286.27
06:45;0;4740.4;15;2788.47;59.98;3;2326.33;2164.48;0;0;8;0;1360;2000673163;7.99;248.22;359.97
06:50;0;4740.4;15;2788.47;59.98;3;2326.42;2164.48;0;0;8;0;1360;2000673163;8.14;247.94;407.12
06:55;0;4740.4;15;2788.47;59.99;3;2326.5;2164.48;0;0;8;0;1360;2000673163;8.18;247.36;431.09
07:00;0;4740.4;15;2788.47;59.99;3;2326.58;2164.48;0;0;8;0;1360;2000673163;8.2;247.52;444.36
07:05;0;4740.4;15;2788.47;59.98;3;2326.67;2164.48;0;0;8;0;1360;2000673163;8.24;247.66;452.34
07:10;0;4740.4;15;2788.47;59.98;3;2326.75;2164.48;0;0;8;0;1360;2000673163;8.68;246.61;457.97
07:15;0;4740.4;15;2788.47;59.99;3;2326.83;2164.48;0;0;8;0;1360;2000673163;8.78;247.2;462.05
07:20;0;4740.4;53;2788.47;59.98;3;2326.92;2164.48;0;0;8;0;1360;2000673163;8.79;247.54;465.54
07:25;0;4740.4;53;2788.47;59.99;3;2327;2164.48;0;0;8;0;1360;2000673163;8.8;247.06;468.07
07:30;0;4740.4;15;2788.47;59.99;3;2327.08;2164.48;0;0;8;0;1360;2000673163;8.93;247.28;469.84
07:35;0;4740.4;15;2788.47;59.99;3;2327.17;2164.48;0;0;8;0;1360;2000673163;9.33;247.52;471.41
07:40;0;4740.4;15;2788.47;59.99;3;2327.25;2164.48;0;0;8;0;1360;2000673163;9.4;246.83;472
