CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
07:00;0;4208.09;0;2475.35;59.99;3;1943.35;1844.76;0;0;2;0;1022;2000673163;8.18;248.41;272.22
07:05;0;4208.09;0;2475.35;59.98;3;1943.43;1844.81;0;0.01;7;0.67;1024;2000673163;8.2;247.34;265.76
07:10;0;4208.09;0;2475.35;59.99;3;1943.52;1844.9;0.03;0.08;7;6.22;1024;2000673163;8.66;247.16;248.68
07:15;0;4208.09;0;2475.35;59.99;3;1943.6;1844.93;0.02;0.05;3;5.5;1024;2000673163;8.6;247.32;351.17
07:20;0;4208.09;0;2475.35;59.99;3;1943.68;1844.93;0;0;3;0;1024;2000673163;8.25;247.01;443.53
07:25;0;4208.09;0;2475.35;60.01;3;1943.77;1844.93;0;0;3;0;1024;2000673163;8.63;247.25;450.62
07:30;0;4208.09;0;2475.35;60.01;3;1943.85;1844.93;0;0;3;0;1024;2000673163;8.79;246.71;456.76
07:35;0;4208.09;0;2475.35;60.02;3;1943.93;1844.93;0;0;3;0;1024;2000673163;8.78;246.41;461.2
07:40;0;4208.1;0;2475.35;60.03;3;1944.02;1845.01;0.22;0.22;7;53.81;1025;2000673163;9.99;247;376.34
07:45;0;4208.11;0;2475.36;60.03;3;1944.1;1845.1;0.25;0.23;7;62;1025;2000673163;10.75;247.34;400.92
07:50;0;4208.12;0;2475.36;60.01;3;1944.18;1845.18;0.3;0.29;7;72.75;1025;2000673163;11.28;247.13;355.46
07:55;0;4208.13;0;2475.37;60.01;3;1944.27;1845.26;0.35;0.33;7;85.96;1025;2000673163;11.3;247.01;354.68
