CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:55;0;13630.15;0;8017.74;60;3;7121.65;6031.09;0;0;3;0;4803;2000673163;8.48;249.23;273.4
07:00;0;13630.15;0;8017.74;59.99;3;7121.73;6031.11;0;0;2;0.14;4807;2000673163;8.77;248.05;290.43
07:05;0;13630.15;0;8017.74;59.97;3;7121.81;6031.14;0;0.01;7;0.31;4814;2000673163;8.8;248.28;291.36
07:10;0;13630.15;0;8017.74;59.98;3;7121.9;6031.18;0.01;0.02;3;1.37;4814;2000673163;8.95;248.74;333.16
07:15;0;13630.15;0;8017.74;59.98;3;7121.98;6031.18;0;0;3;0;4814;2000673163;8.8;247.76;444.91
07:20;0;13630.15;0;8017.74;59.98;3;7122.06;6031.19;0.02;0.02;7;5.73;4815;2000673163;8.9;247.63;450.49
07:25;0;13630.16;0;8017.74;59.99;3;7122.15;6031.27;0.31;0.32;7;75.5;4815;2000673163;10.41;246.85;329.22
07:30;0;13630.18;0;8017.75;60;3;7122.23;6031.35;0.5;0.42;7;122.66;4815;2000673163;11.29;247.89;367.18
07:35;0;13630.19;0;8017.76;60;3;7122.31;6031.44;0.4;0.35;7;98.65;4815;2000673163;11.95;248.22;371.99
07:40;0;13630.2;0;8017.77;60;3;7122.4;6031.5;0.26;0.24;3;65.63;4815;2000673163;11.87;248.56;390.28
07:45;0;13630.2;0;8017.77;60;3;7122.48;6031.51;0.04;0.03;7;9.43;4816;2000673163;10.73;248.87;462.47
07:50;0;13630.21;0;8017.77;60;3;7122.56;6031.54;0.16;0.13;3;39.84;4816;2000673163;11.13;249.64;446.17
