CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:45;0;1085.65;0;638.62;58.99;3;384.2;355.04;0;0;2;0;183;2000673163;18.3;249.11;272.91
06:50;0;1085.65;0;638.62;59.99;3;384.28;355.08;0;0.01;7;0.41;186;2000673163;18.3;249.76;273.42
06:55;0;1085.65;0;638.62;60;3;384.37;355.16;0.02;0.06;7;4.39;186;2000673163;18.68;249.47;250.42
07:00;0;1085.65;0;638.62;59.99;3;384.45;355.2;0.02;0.05;3;4.92;186;2000673163;18.88;248.64;334.86
07:05;0;1085.65;0;638.62;59.98;3;384.53;355.2;0;0;3;0;186;2000673163;18.84;248.25;407.89
07:10;0;1085.65;0;638.62;59.98;3;384.61;355.2;0;0;3;0;186;2000673163;18.88;248.36;405.69
07:15;0;1085.65;0;638.62;59.98;3;384.7;355.2;0;0;3;0;186;2000673163;18.87;248.36;406.96
07:20;0;1085.65;0;638.62;59.97;3;384.78;355.2;0;0;3;0;186;2000673163;18.9;248.21;411.52
07:25;0;1085.65;0;638.62;59.98;3;384.86;355.2;0;0;3;0;186;2000673163;18.9;248.27;413.78
07:30;0;1085.65;0;638.62;59.98;3;384.95;355.2;0;0;3;0;186;2000673163;18.9;248.03;415.47
07:35;0;1085.65;0;638.62;59.98;3;385.03;355.2;0;0;3;0;186;2000673163;18.94;248.09;416.24
07:40;0;1085.65;0;638.62;59.97;3;385.11;355.2;0;0;3;0;186;2000673163;19.21;247.77;420.86
07:45;0;1085.66;0;638.62;59.97;3;385.2;355.22;0.04;0.05;7;9.87;187;2000673163;19.63;247.63;400.19
