CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:55;0;12420;0;7305.88;59.99;3;6526.7;5499.54;0;0;2;0;4417;2000673163;5.55;248.62;276.66
07:00;0;12420;0;7305.88;59.98;3;6526.78;5499.58;0;0.01;7;0.39;4420;2000673163;5.6;248.36;276.21
07:05;0;12420;0;7305.88;59.96;3;6526.87;5499.67;0.02;0.05;7;3.58;4420;2000673163;5.93;247.89;249.55
07:10;0;12420;0;7305.88;59.97;3;6526.95;5499.72;0.02;0.06;3;5.33;4420;2000673163;6.12;248.15;326.25
07:15;0;12420;0;7305.88;59.97;3;6527.03;5499.72;0;0;3;0;4420;2000673163;5.61;247.84;445.03
07:20;0;12420;0;7305.88;59.97;3;6527.12;5499.72;0;0;3;0;4420;2000673163;5.79;247.98;452
07:25;0;12420;0;7305.88;59.98;3;6527.2;5499.72;0;0;3;0;4420;2000673163;6.2;247.11;458.71
07:30;0;12420;0;7305.88;59.99;3;6527.28;5499.72;0;0;3;0;4420;2000673163;6.28;247.39;463.2
07:35;0;12420;0;7305.88;59.99;3;6527.37;5499.78;0.14;0.15;7;35.12;4421;2000673163;7.03;247.22;406.96
07:40;0;12420.01;0;7305.89;59.99;3;6527.45;5499.86;0.21;0.21;7;51.03;4421;2000673163;7.99;246.64;387.27
07:45;0;12420.02;0;7305.89;59.99;3;6527.53;5499.95;0.24;0.22;7;57.79;4421;2000673163;8.23;246.44;390.61
07:50;0;12420.03;0;7305.9;59.99;3;6527.62;5500.03;0.26;0.24;7;63.4;4421;2000673163;8.74;247.14;388.45
