CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:40;0;924.5;0;543.82;59.15;3;319.4;295.34;0;0;2;0;156;2000673163;16.37;248.56;265.74
06:45;0;924.5;0;543.82;59.99;3;319.49;295.34;0;0;2;0.01;157;2000673163;16.38;248.51;296.16
06:50;0;924.5;0;543.82;59.98;3;319.57;295.4;0.01;0.02;7;1.14;160;2000673163;16.4;247.99;264.51
06:55;0;924.5;0;543.82;59.99;3;319.65;295.49;0.02;0.06;7;4.13;160;2000673163;16.7;247.99;249.36
07:00;0;924.5;0;543.82;59.99;3;319.74;295.57;0.05;0.12;7;11.63;160;2000673163;16.99;247.62;248.78
07:05;0;924.5;0;543.82;59.99;3;319.82;295.65;0.07;0.15;7;17.66;160;2000673163;17;247.43;248.91
07:10;0;924.5;0;543.83;59.98;3;319.9;295.74;0.09;0.17;7;21.87;160;2000673163;17.42;247.65;249.26
07:15;0;924.51;0;543.83;59.99;3;319.99;295.82;0.09;0.17;7;22.33;160;2000673163;17.69;247.66;253.67
07:20;0;924.51;0;543.83;59.98;3;320.07;295.9;0.12;0.19;7;28.82;160;2000673163;17.93;247.4;270.68
07:25;0;924.52;0;543.83;59.98;3;320.15;295.99;0.16;0.22;7;40.36;160;2000673163;18.29;247.35;290.21
07:30;0;924.52;0;543.84;59.98;3;320.24;296.07;0.22;0.25;7;52.92;160;2000673163;18.62;247.81;322.45
07:35;0;924.53;0;543.84;59.98;3;320.32;296.15;0.27;0.27;7;65.83;160;2000673163;18.9;247.93;351.82
07:40;0;924.54;0;543.85;59.98;3;320.4;296.24;0.28;0.29;7;69.74;160;2000673163;19.01;247.55;337.14
