CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
07:05;0;10880.86;0;6400.51;60.01;3;5566.39;4583.57;0;0;2;0;3850;2000673163;12.56;249.34;276.65
07:10;0;10880.86;0;6400.51;60.01;3;5566.47;4583.61;0;0.01;7;0.36;3853;2000673163;12.6;249.28;280.57
07:15;0;10880.86;0;6400.51;59.98;3;5566.55;4583.7;0.01;0.05;7;3.34;3853;2000673163;13.12;249.72;251.67
07:20;0;10880.86;0;6400.51;59.99;3;5566.64;4583.7;0;0;3;0.2;3853;2000673163;13.12;249.4;416.2
07:25;0;10880.86;0;6400.51;60;3;5566.72;4583.7;0;0;3;0;3853;2000673163;13.12;249.59;444.92
07:30;0;10880.86;0;6400.51;60.01;3;5566.8;4583.75;0.08;0.1;7;20.56;3854;2000673163;13.68;249.82;404.65
07:35;0;10880.87;0;6400.51;60.01;3;5566.89;4583.83;0.19;0.21;7;47.53;3854;2000673163;14.65;249.46;370.49
07:40;0;10880.88;0;6400.52;60.02;3;5566.97;4583.92;0.26;0.26;7;64.88;3854;2000673163;15.07;250.11;364.19
07:45;0;10880.89;0;6400.52;60.03;3;5567.05;4584;0.31;0.3;7;76.59;3854;2000673163;15.58;249.62;357.01
07:50;0;10880.9;0;6400.53;60.03;3;5567.14;4584.08;0.31;0.3;7;77.77;3854;2000673163;15.8;249.32;366.85
07:55;0;10880.91;0;6400.54;60.05;3;5567.22;4584.17;0.33;0.3;7;80.92;3854;2000673163;16.18;248.78;377.85
08:00;0;10880.92;0;6400.54;60.05;3;5567.3;4584.25;0.37;0.31;7;90.9;3854;2000673163;16.42;249.13;394.13
