CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:55;0;4327.21;0;2545.42;60;3;2032.44;1928.4;0;0;3;0;1112;2000673163;7.51;248.38;343.81
07:00;0;4327.21;0;2545.42;60;3;2032.52;1928.4;0;0;3;0;1112;2000673163;7.63;248.84;398.01
07:05;0;4327.21;0;2545.42;59.98;3;2032.6;1928.4;0;0;3;0;1112;2000673163;8.04;248.35;428.59
07:10;0;4327.21;0;2545.42;59.98;3;2032.69;1928.4;0;0;3;0;1112;2000673163;8.19;247.55;437.96
07:15;0;4327.21;0;2545.42;59.99;3;2032.75;1928.4;0;0;3;0;1112;2000673163;8.2;247.52;440.54
07:20;0;4327.21;0;2545.42;60;3;2032.84;1928.4;0;0;3;0;1112;2000673163;8.2;248.19;447.69
07:25;0;4327.22;0;2545.42;60;3;2032.92;1928.46;0.26;0.25;7;63.25;1113;2000673163;9.2;247.95;375.45
07:30;0;4327.23;0;2545.43;60;3;2033;1928.55;0.36;0.31;7;87.89;1113;2000673163;10.37;248.29;389.93
07:35;0;4327.25;0;2545.44;60;3;2033.09;1928.63;0.48;0.39;7;119.41;1113;2000673163;10.95;248.23;394.21
07:40;0;4327.27;15;2545.45;60.01;3;2033.17;1928.7;0.44;0.36;8;108.85;1113;2000673163;11.16;247.69;394.63
07:45;0;4327.27;53;2545.45;59.99;3;2033.25;1928.7;0;0;8;0;1113;2000673163;9.61;248.27;476.99
07:50;0;4327.27;53;2545.45;59.99;3;2033.34;1928.7;0;0;8;0;1113;2000673163;9.4;248.29;458.12
07:55;0;4327.27;0;2545.45;60;3;2033.42;1928.7;0;0;3;0;1113;2000673163;9.4;248.65;459.11
