CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:55;0;12487.47;0;7345.57;60;3;6558.47;5529.75;0;0;2;0;4434;2000673163;2.41;248.39;285.64
07:00;0;12487.47;0;7345.57;60;3;6558.55;5529.81;0;0.02;7;0.92;4436;2000673163;2.5;249.56;266.39
07:05;0;12487.47;0;7345.57;59.98;3;6558.64;5529.89;0.01;0.04;7;2.32;4436;2000673163;2.82;248.42;251.42
07:10;0;12487.47;0;7345.57;59.98;3;6558.72;5529.91;0;0.01;3;0.59;4436;2000673163;2.68;247.5;407.04
07:15;0;12487.47;0;7345.57;59.98;3;6558.8;5529.91;0;0;3;0;4436;2000673163;2.5;247.16;455.45
07:20;0;12487.47;0;7345.57;59.97;3;6558.89;5529.91;0;0;3;0;4436;2000673163;2.69;247.1;460.53
07:25;0;12487.47;0;7345.57;59.98;3;6558.97;5529.91;0;0;3;0;4436;2000673163;3.01;247.03;467.24
07:30;0;12487.47;0;7345.57;59.99;3;6559.05;5529.92;0.03;0.03;7;7.09;4437;2000673163;3.19;247.51;455.28
07:35;0;12487.48;0;7345.58;60;3;6559.14;5530.01;0.18;0.19;7;42.91;4437;2000673163;4.3;246.95;364.99
07:40;0;12487.49;0;7345.58;60;3;6559.22;5530.09;0.18;0.23;7;44.33;4437;2000673163;4.42;246.81;310.28
07:45;0;12487.49;0;7345.58;60;3;6559.3;5530.17;0.22;0.23;7;54.29;4437;2000673163;4.96;246.87;355.95
07:50;0;12487.5;0;7345.59;60.01;3;6559.39;5530.26;0.24;0.23;7;59.67;4437;2000673163;5.36;247.6;388.76
