CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:55;0;5760.1;0;3388.29;60.03;3;2765.3;2572.65;0;0;2;0;1552;2000673163;9.41;250.11;284.02
07:00;0;5760.1;0;3388.29;60.03;3;2765.38;2572.71;0.01;0.02;7;1.08;1555;2000673163;9.93;250.06;266.5
07:05;0;5760.1;0;3388.29;60.01;3;2765.46;2572.78;0.01;0.04;0;2.41;1555;2000673163;10.09;249.49;287.69
07:10;0;5760.1;0;3388.29;60.01;3;2765.55;2572.78;0;0;3;0;1555;2000673163;10.08;249.45;440.28
07:15;0;5760.1;0;3388.29;60.01;3;2765.63;2572.78;0;0;3;0;1555;2000673163;10.06;249.59;452.12
07:20;0;5760.1;0;3388.3;60;3;2765.71;2572.85;0.14;0.16;7;34.12;1556;2000673163;10.76;249.29;371.11
07:25;0;5760.11;0;3388.3;60.01;3;2765.8;2572.93;0.2;0.25;7;49.19;1556;2000673163;11.28;250.24;310.82
07:30;0;5760.12;0;3388.31;60.01;3;2765.88;2573.01;0.27;0.27;7;67.9;1556;2000673163;11.82;250.49;365.12
07:35;0;5760.13;0;3388.31;60;3;2765.96;2573.1;0.32;0.31;7;79.71;1556;2000673163;12.08;248.78;350.44
07:40;0;5760.14;0;3388.32;59.99;3;2766.05;2573.18;0.37;0.32;7;92.68;1556;2000673163;12.61;248.27;390.09
07:45;0;5760.16;0;3388.33;59.99;3;2766.13;2573.26;0.43;0.35;7;105.45;1556;2000673163;13.15;247.85;396.77
07:50;0;5760.18;0;3388.34;59.99;3;2766.21;2573.35;0.48;0.37;7;117.55;1556;2000673163;13.55;247.88;402.49
