CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:00;0;6911.38;0;4065.52;60;0;3864.33;3022.29;0;0;1;0;2979;2000673163;13.45;250.2;277.77
06:05;0;6911.38;14;4065.52;59.99;0;3864.41;3022.29;0;0;8;0;2979;2000673163;13.72;249.21;326.03
06:10;0;6911.38;0;4065.52;60;3;3864.5;3022.29;0;0;3;0;2979;2000673163;13.86;248.82;374.55
06:15;0;6911.38;0;4065.52;60.01;3;3864.58;3022.29;0;0;3;0;2979;2000673163;13.9;248.03;396.04
06:20;0;6911.38;0;4065.52;60;3;3864.66;3022.29;0;0;3;0;2979;2000673163;13.9;248.84;409.73
06:25;0;6911.38;0;4065.52;59.99;3;3864.75;3022.29;0;0;3;0;2979;2000673163;14.01;248.88;420.83
06:30;0;6911.38;0;4065.52;59.99;3;3864.83;3022.29;0;0;3;0;2979;2000673163;14.33;249.3;425.66
06:35;0;6911.38;0;4065.52;59.99;3;3864.91;3022.31;0.02;0.04;7;6.05;2980;2000673163;14.62;249.17;398.36
06:40;0;6911.38;0;4065.52;59.99;3;3865;3022.39;0.09;0.15;7;23.29;2980;2000673163;15.41;249.02;324.23
06:45;0;6911.39;0;4065.52;59.99;3;3865.08;3022.48;0.13;0.16;7;31.01;2980;2000673163;15.86;249.14;349.36
06:50;0;6911.39;0;4065.52;59.99;3;3865.16;3022.56;0.16;0.21;7;39.95;2980;2000673163;16.32;248.7;322.13
06:55;0;6911.39;53;4065.52;60.01;3;3865.25;3022.57;0.02;0.02;8;4;2980;2000673163;15.46;247.94;427.04
07:00;0;6911.39;53;4065.52;60.02;3;3865.33;3022.57;0;0;8;0;2980;2000673163;15.1;248.25;445.43
