CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:10;0;6758.18;0;3975.4;59.98;3;3723.34;2955.42;0;0;3;0;2766;2000673163;16.4;247.23;260.44
06:15;0;6758.18;0;3975.4;59.96;3;3723.43;2955.42;0;0;3;0;2766;2000673163;16.4;247.48;278.74
06:20;0;6758.18;0;3975.4;59.96;3;3723.51;2955.43;0;0;2;0.05;2770;2000673163;16.58;247.35;293.18
06:25;0;6758.18;0;3975.4;59.95;3;3723.59;2955.51;0.01;0.02;7;1.39;2771;2000673163;16.98;247.04;249.49
06:30;0;6758.18;0;3975.4;59.95;3;3723.68;2955.59;0.01;0.04;7;2.14;2771;2000673163;17;247.21;249.74
06:35;0;6758.18;0;3975.4;59.95;3;3723.76;2955.68;0.04;0.11;7;10.71;2771;2000673163;17.01;246.84;248.53
06:40;0;6758.18;0;3975.4;59.93;3;3723.84;2955.68;0;0.01;3;0.49;2771;2000673163;17;246.26;402.32
06:45;0;6758.18;0;3975.4;59.95;3;3723.93;2955.68;0;0;3;0;2771;2000673163;16.99;245.51;416
06:50;0;6758.18;0;3975.4;59.98;3;3724.01;2955.73;0.04;0.07;7;10.2;2772;2000673163;17.4;245.94;357.17
06:55;0;6758.19;0;3975.4;60;3;3724.09;2955.81;0.09;0.14;7;21.41;2772;2000673163;18.08;246.38;309.5
07:00;0;6758.19;0;3975.41;60.01;3;3724.18;2955.9;0.1;0.16;7;25.21;2772;2000673163;18.3;245.81;304.71
07:05;0;6758.19;0;3975.41;59.98;3;3724.26;2955.98;0.12;0.16;7;28.82;2772;2000673163;18.45;245.27;333.04
