CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:25;0;4941.08;0;2906.52;59.99;0;2447.46;2264.47;0;0;0;0;1415;2000673163;5.6;251.6;225
06:30;0;4941.08;0;2906.52;59.99;3;2447.54;2264.48;0;0;2;0.05;1417;2000673163;5.78;250.77;284.64
06:35;0;4941.08;0;2906.52;59.99;3;2447.62;2264.56;0;0.02;7;0.84;1418;2000673163;6.25;251.72;257.28
06:40;0;4941.08;0;2906.52;59.99;3;2447.71;2264.64;0.01;0.04;7;2.1;1418;2000673163;6.34;251.26;254.35
06:45;0;4941.08;0;2906.52;59.99;3;2447.79;2264.65;0;0;3;0.31;1418;2000673163;6.31;250.79;422.06
06:50;0;4941.08;0;2906.52;59.99;3;2447.87;2264.65;0;0;3;0;1418;2000673163;6.28;250.34;451.24
06:55;0;4941.08;0;2906.52;59.99;3;2447.96;2264.69;0.05;0.07;7;12.96;1419;2000673163;6.6;250.51;409.56
07:00;0;4941.08;0;2906.52;59.99;3;2448.04;2264.77;0.14;0.17;7;34.55;1419;2000673163;7.52;250.84;373.16
07:05;0;4941.09;0;2906.52;59.98;3;2448.12;2264.85;0.17;0.19;7;42.08;1419;2000673163;8.16;250.7;375.97
07:10;0;4941.09;0;2906.53;59.98;3;2448.21;2264.94;0.18;0.24;7;45.62;1419;2000673163;8.19;250.44;304.61
07:15;0;4941.1;0;2906.53;59.98;3;2448.29;2265.02;0.21;0.25;7;52.79;1419;2000673163;8.25;250.42;323.66
07:20;0;4941.11;0;2906.54;59.98;3;2448.37;2265.1;0.25;0.26;7;62.87;1419;2000673163;8.78;250.19;364.38
