CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
07:05;0;13739.37;16;8081.98;59.98;3;7220.36;6077.26;0;0;8;0;4998;2000673163;13.9;250.28;218.62
07:10;0;13739.37;16;8081.98;59.98;3;7220.45;6077.26;0;0;8;0;4998;2000673163;13.9;249.73;358.47
07:15;0;13739.37;16;8081.98;59.97;3;7220.53;6077.26;0;0;8;0;4998;2000673163;13.94;250.24;386.59
07:20;0;13739.37;16;8081.98;59.97;3;7220.61;6077.26;0;0;8;0;4998;2000673163;14.34;249.86;398.22
07:25;0;13739.37;16;8081.98;59.97;3;7220.7;6077.26;0;0;8;0;4998;2000673163;14.48;248.91;443.72
07:30;0;13739.37;0;8081.98;59.96;3;7220.78;6077.26;0;0;3;0;4998;2000673163;14.48;249.71;443.29
07:35;0;13739.37;0;8081.98;59.96;3;7220.86;6077.26;0;0;3;0;4998;2000673163;14.5;249.59;450.52
07:40;0;13739.37;16;8081.98;59.95;3;7220.95;6077.26;0;0;8;0;4998;2000673163;14.5;248.93;449.71
07:45;0;13739.37;16;8081.98;59.95;3;7221.03;6077.26;0;0;8;0;4998;2000673163;14.5;248.45;452.39
07:50;0;13739.37;16;8081.98;59.96;3;7221.11;6077.26;0;0;8;0;4998;2000673163;14.67;248.51;458.68
07:55;0;13739.37;15;8081.98;59.99;3;7221.2;6077.26;0;0;8;0;4998;2000673163;15.01;248.4;471.73
08:00;0;13739.37;0;8081.98;60.01;3;7221.28;6077.26;0;0;3;0;4998;2000673163;15.08;247.95;462.63
08:05;0;13739.37;0;8081.98;60.03;3;7221.36;6077.26;0;0;3;0;4998;2000673163;15.08;248.61;455.63
