CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:35;0;3430.83;0;2018.14;59.98;3;1407.83;1333.2;0;0;7;0.01;720;2000673163;8.3;249.11;284.01
06:40;0;3430.83;0;2018.14;60;3;1407.92;1333.26;0.01;0.02;7;1.12;722;2000673163;8.77;248.65;264.01
06:45;0;3430.83;0;2018.14;59.99;3;1408;1333.35;0.02;0.07;7;5.18;722;2000673163;8.8;248.67;249.65
06:50;0;3430.83;0;2018.14;60;3;1408.08;1333.43;0.05;0.12;7;12.82;722;2000673163;8.81;248.46;249.63
06:55;0;3430.83;0;2018.14;59.99;3;1408.16;1333.51;0.08;0.16;7;18.79;722;2000673163;9.26;247.62;249.46
07:00;0;3430.84;0;2018.14;59.99;3;1408.25;1333.6;0.04;0.11;7;10.79;722;2000673163;9.4;247.95;251.91
07:05;0;3430.84;0;2018.14;59.99;3;1408.33;1333.68;0.06;0.14;7;15.63;722;2000673163;9.99;247.35;251.93
07:10;0;3430.84;0;2018.14;59.99;3;1408.42;1333.76;0.15;0.18;7;36.41;722;2000673163;10.47;246.96;343.29
07:15;0;3430.85;0;2018.15;60;3;1408.5;1333.85;0.22;0.22;7;54.57;722;2000673163;11.05;247.19;383.2
07:20;0;3430.86;0;2018.15;60;3;1408.58;1333.93;0.28;0.26;7;69.36;722;2000673163;11.47;247.59;388.75
07:25;0;3430.87;0;2018.16;60;3;1408.67;1334.01;0.34;0.3;7;83.71;722;2000673163;12.01;247.74;388.72
07:30;0;3430.89;0;2018.17;60;3;1408.75;1334.1;0.5;0.4;7;122.27;722;2000673163;12.54;247.12;383.01
