CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:00;0;6313.15;0;3713.62;59.97;3;3376.27;2791.12;0;0;3;0;2283;2000673163;11.3;248.13;252.75
06:05;0;6313.15;0;3713.62;59.96;3;3376.35;2791.16;0.01;0.02;7;1.14;2285;2000673163;11.58;247.85;275.23
06:10;0;6313.15;0;3713.62;59.98;3;3376.44;2791.16;0;0;3;0.11;2285;2000673163;11.67;247.33;423.09
06:15;0;6313.15;0;3713.62;59.99;3;3376.52;2791.16;0;0;3;0;2285;2000673163;11.84;246.63;442.35
06:20;0;6313.15;0;3713.62;59.98;3;3376.6;2791.22;0.1;0.11;7;23.7;2286;2000673163;12.46;247.42;391.89
06:25;0;6313.16;0;3713.62;59.98;3;3376.69;2791.3;0.19;0.21;7;45.7;2286;2000673163;13.24;248.1;342.1
06:30;0;6313.17;0;3713.63;59.97;3;3376.77;2791.38;0.25;0.24;7;62.43;2286;2000673163;13.9;247.75;378.96
06:35;0;6313.18;0;3713.64;59.96;3;3376.85;2791.47;0.34;0.32;7;82.93;2286;2000673163;14.24;246.94;356.48
06:40;0;6313.19;0;3713.64;59.97;3;3376.94;2791.55;0.41;0.38;7;101.92;2286;2000673163;14.66;246.76;349.86
06:45;0;6313.21;0;3713.65;59.97;3;3377.02;2791.63;0.41;0.37;7;101.7;2286;2000673163;15.05;246.91;357.84
06:50;0;6313.22;0;3713.66;59.98;3;3377.1;2791.72;0.46;0.37;7;112.42;2286;2000673163;15.43;246.94;393.41
06:55;0;6313.24;0;3713.67;59.99;3;3377.19;2791.8;0.49;0.41;7;121.12;2286;2000673163;15.8;247.16;375.35
