CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:20;0;8843.03;0;5201.78;60;3;4664.53;3712.34;0;0;2;0;3415;2000673163;13.27;249.92;288.28
06:25;0;8843.03;0;5201.78;60;3;4664.61;3712.41;0.01;0.02;7;1;3416;2000673163;13.79;250.27;258.42
06:30;0;8843.03;0;5201.78;60;3;4664.69;3712.49;0.01;0.04;7;2.52;3416;2000673163;13.88;250.36;253.16
06:35;0;8843.03;0;5201.78;59.99;3;4664.78;3712.58;0.06;0.13;7;13.56;3416;2000673163;13.9;250.24;251.33
06:40;0;8843.03;0;5201.78;59.99;3;4664.86;3712.66;0.09;0.17;7;21.17;3416;2000673163;14.22;250.1;251.55
06:45;0;8843.03;0;5201.78;59.99;3;4664.94;3712.74;0.08;0.16;7;19.14;3416;2000673163;14.51;250.46;257.99
06:50;0;8843.04;0;5201.79;59.98;3;4665.03;3712.83;0.13;0.2;7;31.92;3416;2000673163;14.97;251.06;279.11
06:55;0;8843.05;0;5201.79;60;3;4665.11;3712.91;0.18;0.23;7;43.93;3416;2000673163;15.15;250.46;302.3
07:00;0;8843.05;0;5201.8;60;3;4665.19;3712.99;0.23;0.26;7;57.71;3416;2000673163;15.71;250.51;327.48
07:05;0;8843.06;0;5201.8;59.99;3;4665.28;3713.08;0.27;0.25;7;66.73;3416;2000673163;16.3;250.31;386.93
07:10;0;8843.07;0;5201.81;59.98;3;4665.36;3713.16;0.32;0.3;7;79.03;3416;2000673163;16.46;250.78;370
07:15;0;8843.09;0;5201.82;59.98;3;4665.44;3713.24;0.41;0.34;7;101.62;3416;2000673163;17.03;250.68;392.29
