CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:40;0;11533.14;0;6784.2;59.98;3;5911.49;4914.37;0;0;3;0;4026;2000673163;2.5;248.44;246.29
06:45;0;11533.14;0;6784.2;59.98;3;5911.58;4914.38;0;0;7;0.03;4030;2000673163;2.51;248.53;287.27
06:50;0;11533.14;0;6784.2;59.97;3;5911.66;4914.45;0.01;0.02;7;1.3;4031;2000673163;3.01;247.71;253.74
06:55;0;11533.14;0;6784.2;59.99;3;5911.74;4914.54;0.03;0.09;7;7.7;4031;2000673163;3.1;247.67;248.92
07:00;0;11533.14;0;6784.2;59.99;3;5911.82;4914.56;0.01;0.02;3;1.53;4031;2000673163;3.1;247.04;397.97
07:05;0;11533.14;0;6784.2;59.98;3;5911.91;4914.56;0;0;3;0;4031;2000673163;3.1;246.46;451.38
07:10;0;11533.14;0;6784.2;59.99;3;5911.99;4914.56;0;0;3;0;4031;2000673163;3.1;246.49;458.26
07:15;0;11533.14;0;6784.2;59.99;3;5912.07;4914.56;0;0;3;0;4031;2000673163;3.1;246.95;465.33
07:20;0;11533.15;0;6784.2;59.99;3;5912.16;4914.56;0.02;0.02;7;4.12;4032;2000673163;3.16;246.85;462.92
07:25;0;11533.15;0;6784.21;59.97;3;5912.24;4914.65;0.21;0.21;7;50.29;4032;2000673163;4.66;246.72;375.68
07:30;0;11533.16;0;6784.21;59.98;3;5912.32;4914.73;0.23;0.21;7;56.36;4032;2000673163;5.35;246.42;414.16
07:35;0;11533.17;0;6784.22;59.98;3;5912.41;4914.81;0.29;0.26;7;70.88;4032;2000673163;5.6;246.32;384.03
