CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
07:20;0;3064.96;0;1802.92;60.01;3;1208.46;1153.04;0;0;3;0;580;2000673163;9.4;249.3;261
07:25;0;3064.96;0;1802.92;59.99;3;1208.54;1153.04;0;0;2;0;583;2000673163;9.4;248.83;290.12
07:30;0;3064.96;0;1802.92;59.99;3;1208.63;1153.12;0.01;0.02;7;1.09;585;2000673163;9.72;249.04;257.18
07:35;0;3064.96;0;1802.92;60;3;1208.71;1153.2;0.01;0.03;7;1.95;585;2000673163;10.1;248.95;251.13
07:40;0;3064.96;0;1802.92;59.99;3;1208.8;1153.24;0.01;0.02;3;1.71;585;2000673163;10.1;248.88;347.39
07:45;0;3064.96;0;1802.92;59.99;3;1208.88;1153.24;0;0;3;0;585;2000673163;10.1;248.35;442.49
07:50;0;3064.96;0;1802.92;59.99;3;1208.97;1153.25;0.03;0.03;7;6.22;586;2000673163;10.19;248.49;436.22
07:55;0;3064.97;0;1802.92;59.99;3;1209.05;1153.34;0.18;0.19;7;43.73;586;2000673163;11.24;248.56;375.71
08:00;0;3064.98;0;1802.93;59.99;3;1209.13;1153.42;0.21;0.23;7;51.55;586;2000673163;11.89;248.19;343.93
08:05;0;3064.99;0;1802.93;59.98;3;1209.22;1153.51;0.24;0.24;7;59.7;586;2000673163;12.09;247.79;373.08
08:10;0;3065;0;1802.94;59.99;3;1209.3;1153.59;0.27;0.25;7;66.24;586;2000673163;12.58;247.89;394.29
08:15;0;3065.01;0;1802.95;59.99;3;1209.39;1153.67;0.29;0.26;7;70.95;586;2000673163;12.83;248.29;399.07
