CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:35;0;5944.2;0;3496.59;59.99;3;2900.76;2640.1;0;0;3;0;1633;2000673163;6.9;251.5;227.5
06:40;0;5944.2;53;3496.59;59.98;3;2900.85;2640.1;0;0;8;0;1633;2000673163;6.9;249.97;313.75
06:45;0;5944.2;53;3496.59;59.99;3;2900.93;2640.1;0;0;8;0;1633;2000673163;6.9;249.91;389.85
06:50;0;5944.2;53;3496.59;59.99;3;2901.01;2640.1;0;0;8;0;1633;2000673163;6.92;250.81;419.39
06:55;0;5944.2;53;3496.59;60.01;3;2901.1;2640.1;0;0;8;0;1633;2000673163;7.29;250.45;436.17
07:00;0;5944.2;53;3496.59;60.01;3;2901.18;2640.1;0;0;8;0;1633;2000673163;7.46;249.87;446.08
07:05;0;5944.2;15;3496.59;59.98;3;2901.26;2640.1;0;0;8;0;1633;2000673163;7.49;249.16;451.99
07:10;0;5944.2;0;3496.59;59.98;3;2901.35;2640.1;0;0;3;0;1633;2000673163;7.5;248.86;455.96
07:15;0;5944.2;0;3496.59;60;3;2901.43;2640.1;0;0;2;0;1633;2000673163;7.84;249.24;459.03
07:20;0;5944.21;0;3496.59;60;3;2901.51;2640.18;0.2;0.21;7;48.89;1634;2000673163;9.11;249.17;365.18
07:25;0;5944.21;15;3496.59;60;3;2901.6;2640.19;0.02;0.02;8;6.12;1634;2000673163;8.91;249.25;456.03
07:30;0;5944.21;53;3496.59;60;3;2901.68;2640.19;0;0;8;0;1634;2000673163;8.72;248.53;466.42
07:35;0;5944.21;53;3496.59;59.99;3;2901.76;2640.19;0;0;8;0;1634;2000673163;8.76;249.02;468
