CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:40;0;11435.78;0;6726.93;59.96;3;5860.72;4866.16;0;0;2;0;4004;2000673163;3.69;249.51;284.35
06:45;0;11435.78;0;6726.93;59.95;3;5860.8;4866.22;0;0.01;7;0.61;4007;2000673163;3.85;250.32;271.84
06:50;0;11435.78;0;6726.93;59.95;3;5860.89;4866.3;0.01;0.03;7;1.86;4007;2000673163;4.4;249.98;252.65
06:55;0;11435.78;0;6726.93;59.97;3;5860.97;4866.34;0.01;0.02;3;1.26;4007;2000673163;4.48;249.28;359.86
07:00;0;11435.78;0;6726.93;59.96;3;5861.05;4866.34;0;0;3;0;4007;2000673163;4.39;248.66;446.71
07:05;0;11435.78;0;6726.93;59.96;3;5861.14;4866.34;0;0;0;0;4007;2000673163;4.4;247.52;453.95
07:10;0;11435.78;0;6726.93;59.98;3;5861.22;4866.34;0;0;3;0;4007;2000673163;4.59;247.93;460.42
07:15;0;11435.78;0;6726.93;59.98;3;5861.31;4866.34;0;0;3;0;4007;2000673163;4.94;247.74;466.16
07:20;0;11435.78;0;6726.93;59.97;3;5861.39;4866.41;0.18;0.18;7;43.49;4008;2000673163;5.99;248.12;386.99
07:25;0;11435.79;0;6726.93;59.97;3;5861.47;4866.49;0.23;0.23;7;55.53;4008;2000673163;6.83;248.06;372.33
07:30;0;11435.8;0;6726.94;59.97;3;5861.55;4866.58;0.25;0.24;7;62.23;4008;2000673163;6.93;247.68;379.43
07:35;0;11435.81;0;6726.95;59.98;3;5861.64;4866.66;0.28;0.27;7;68.33;4008;2000673163;7.43;247.67;369.54
