CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:25;0;8086.81;0;4756.95;60.03;3;4408.21;3462.8;0;0;2;0.01;3307;2000673163;16.39;249.21;282
06:30;0;8086.81;0;4756.95;59.97;3;4408.29;3462.84;0;0.01;7;0.52;3311;2000673163;16.4;249.01;278.84
06:35;0;8086.81;0;4756.95;59.98;3;4408.38;3462.92;0.01;0.02;7;1.32;3311;2000673163;16.51;248.92;250.57
06:40;0;8086.81;0;4756.95;59.98;3;4408.46;3463;0.01;0.04;7;2.95;3311;2000673163;16.94;248.54;251.71
06:45;0;8086.81;0;4756.95;59.97;3;4408.54;3463.04;0.01;0.02;3;1.24;3311;2000673163;16.87;248.87;347.14
06:50;0;8086.81;0;4756.95;59.97;3;4408.63;3463.04;0;0;3;0;3311;2000673163;16.46;248.39;423.01
06:55;0;8086.81;0;4756.95;59.99;3;4408.71;3463.06;0.03;0.04;7;6.27;3312;2000673163;16.68;248.64;403.13
07:00;0;8086.81;0;4756.95;59.98;3;4408.79;3463.14;0.12;0.17;7;30.23;3312;2000673163;17.78;248.67;332.08
07:05;0;8086.82;0;4756.95;59.96;3;4408.88;3463.22;0.16;0.18;7;38.87;3312;2000673163;18.28;248.91;360.73
07:10;0;8086.82;0;4756.96;59.98;3;4408.96;3463.31;0.19;0.23;7;48.16;3312;2000673163;18.32;249.33;330.01
07:15;0;8086.83;0;4756.96;59.98;3;4409.04;3463.39;0.19;0.21;7;48.14;3312;2000673163;18.77;248.78;373.83
07:20;0;8086.84;0;4756.96;59.98;3;4409.13;3463.47;0.24;0.24;7;59.01;3312;2000673163;18.9;248.29;365.25
