CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:15;0;13321.3;0;7836.06;60.09;3;6945.12;5900.27;0;0;2;0;4633;2000673163;9.12;247.61;279.13
06:20;0;13321.3;0;7836.06;59.97;3;6945.21;5900.33;0;0.01;7;0.81;4636;2000673163;9.39;247.59;265.22
06:25;0;13321.3;0;7836.06;59.98;3;6945.29;5900.41;0.01;0.04;7;2.25;4636;2000673163;9.6;248.41;251.16
06:30;0;13321.3;0;7836.06;59.99;3;6945.37;5900.43;0;0.01;3;0.91;4636;2000673163;9.54;247.84;389.77
06:35;0;13321.3;0;7836.06;59.98;3;6945.46;5900.43;0;0;3;0;4636;2000673163;9.4;247.39;446.69
06:40;0;13321.3;0;7836.06;59.99;3;6945.54;5900.43;0;0;3;0;4636;2000673163;9.4;247.31;452.75
06:45;0;13321.3;0;7836.06;59.98;3;6945.62;5900.43;0;0;3;0;4636;2000673163;9.41;246.87;456.81
06:50;0;13321.3;0;7836.06;59.99;3;6945.71;5900.44;0.02;0.02;7;5.07;4637;2000673163;9.76;247.52;450.2
06:55;0;13321.31;0;7836.07;60.01;3;6945.79;5900.52;0.22;0.22;7;53.01;4637;2000673163;11.09;247.97;367.38
07:00;0;13321.32;0;7836.07;59.99;3;6945.87;5900.61;0.24;0.23;7;59.45;4637;2000673163;11.65;247.12;380.59
07:05;0;13321.33;0;7836.08;59.96;3;6945.96;5900.69;0.27;0.25;7;66.91;4637;2000673163;12;246.93;383.34
07:10;0;13321.34;0;7836.08;59.97;3;6946.04;5900.77;0.29;0.29;7;70.83;4637;2000673163;12.26;247.39;344.46
