CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:45;0;9761.99;0;5742.35;59.16;3;5000.7;4040.18;0;0;3;0;3542;2000673163;15.07;248.61;277.75
06:50;0;9761.99;0;5742.35;59.98;3;5000.79;4040.21;0;0.01;7;0.45;3545;2000673163;15.09;248.24;273.65
06:55;0;9761.99;0;5742.35;59.99;3;5000.87;4040.3;0.01;0.04;7;2.72;3545;2000673163;15.54;248.8;251.39
07:00;0;9761.99;0;5742.35;60;3;5000.96;4040.3;0;0;3;0.28;3545;2000673163;15.31;249.17;405.67
07:05;0;9761.99;0;5742.35;59.97;3;5001.04;4040.3;0;0;3;0;3545;2000673163;15.1;248.46;433.65
07:10;0;9761.99;0;5742.35;59.97;3;5001.12;4040.35;0.11;0.12;7;27.58;3546;2000673163;15.83;247.48;388.7
07:15;0;9762;0;5742.35;59.97;3;5001.21;4040.43;0.25;0.24;7;60.83;3546;2000673163;16.94;246.9;369.71
07:20;0;9762.01;0;5742.36;59.98;3;5001.29;4040.52;0.32;0.3;7;79.78;3546;2000673163;17.61;247.57;372.34
07:25;0;9762.03;0;5742.37;59.99;3;5001.37;4040.6;0.42;0.36;7;104.37;3546;2000673163;18.09;248.18;374.89
07:30;0;9762.04;0;5742.38;59.99;3;5001.46;4040.68;0.37;0.38;7;91.43;3546;2000673163;18.28;247.18;318.11
07:35;0;9762.05;0;5742.38;59.98;3;5001.54;4040.77;0.44;0.38;7;107.81;3546;2000673163;18.41;246.62;364.61
07:40;0;9762.07;0;5742.39;59.98;3;5001.62;4040.85;0.43;0.37;7;106.64;3546;2000673163;18.86;246.63;376.59
