CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:45;0;11346.97;0;6674.69;59.97;3;5799.75;4808.33;0;0;3;0;3962;2000673163;12.6;249.63;240.67
06:50;0;11346.97;0;6674.69;59.96;3;5799.84;4808.33;0;0;2;0;3962;2000673163;12.58;248.91;277.36
06:55;0;11346.97;0;6674.69;59.99;3;5799.92;4808.33;0;0;3;0;3962;2000673163;12.59;248.84;292
07:00;0;11346.97;0;6674.69;59.99;3;5800;4808.33;0;0;3;0;3962;2000673163;12.6;248.29;342.66
07:05;0;11346.97;0;6674.69;59.99;3;5800.09;4808.33;0;0;3;0;3962;2000673163;12.6;248.06;387.74
07:10;0;11346.97;0;6674.69;59.99;3;5800.17;4808.33;0;0;3;0;3962;2000673163;12.6;247.74;421
07:15;0;11346.97;0;6674.69;59.99;3;5800.25;4808.33;0;0;3;0;3962;2000673163;12.84;247.72;432.04
07:20;0;11346.97;0;6674.69;60;3;5800.34;4808.33;0;0;3;0;3962;2000673163;13.1;248.2;435.88
07:25;0;11346.97;0;6674.69;60.01;3;5800.42;4808.35;0.03;0.04;7;6.14;3963;2000673163;13.31;248.28;411.67
07:30;0;11346.98;0;6674.7;60.02;3;5800.5;4808.44;0.31;0.31;7;75.91;3963;2000673163;14.4;248.78;336.13
07:35;0;11347;0;6674.71;60.03;3;5800.59;4808.52;0.49;0.42;7;122.43;3963;2000673163;15.34;248.55;363.96
07:40;0;11347.02;0;6674.72;60.03;3;5800.67;4808.6;0.52;0.42;7;128.59;3963;2000673163;15.8;248.96;380.68
07:45;0;11347.04;0;6674.73;60.03;3;5800.75;4808.69;0.52;0.43;7;127.73;3963;2000673163;16.31;248.36;373.31
