CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
05:55;0;6424.14;0;3778.91;60.06;3;3484.96;2838.67;0;0;3;0;2450;2000673163;13.2;250.19;262.29
06:00;0;6424.14;0;3778.91;60.06;3;3485.05;2838.67;0;0;2;0;2450;2000673163;13.55;250.31;290.31
06:05;0;6424.14;0;3778.91;60.03;3;3485.13;2838.75;0.01;0.02;7;1.21;2452;2000673163;13.9;249.22;255.32
06:10;0;6424.14;0;3778.91;59.99;3;3485.22;2838.83;0.01;0.05;7;3.31;2452;2000673163;14.25;249;252.58
06:15;0;6424.14;0;3778.91;59.96;3;3485.3;2838.85;0;0.01;3;0.95;2452;2000673163;14.09;250.24;388.83
06:20;0;6424.14;0;3778.91;59.94;3;3485.38;2838.85;0;0;3;0;2452;2000673163;13.9;249.68;431.02
06:25;0;6424.14;0;3778.91;59.95;3;3485.47;2838.86;0.01;0.02;3;3.48;2453;2000673163;14.19;249.16;425.7
06:30;0;6424.14;0;3778.91;59.95;3;3485.55;2838.88;0.04;0.05;7;10.95;2454;2000673163;14.58;248.73;425.18
06:40;0;6424.16;0;3778.92;59.97;3;3485.7;2839.03;0.31;0.3;7;76.62;2454;2000673163;16.04;248.69;360.65
06:45;0;6424.18;0;3778.93;59.97;3;3485.79;2839.11;0.49;0.4;7;120.48;2454;2000673163;16.88;248.44;382.77
06:50;0;6424.2;0;3778.94;59.96;3;3485.87;2839.19;0.64;0.5;7;159.46;2454;2000673163;17.62;248.19;386.08
06:55;0;6424.23;0;3778.96;59.98;3;3485.95;2839.28;0.72;0.54;7;178.69;2454;2000673163;18.09;248.58;392.05
