CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:10;0;6251.01;0;3677.06;60;3;3266.98;2766.73;0;0;3;0;2146;2000673163;12.57;249.6;291.86
06:15;0;6251.01;0;3677.06;59.99;3;3267.07;2766.73;0;0;3;0;2146;2000673163;12.54;249.3;350.22
06:20;0;6251.01;0;3677.06;59.98;3;3267.15;2766.73;0;0;3;0;2146;2000673163;12.59;249.74;396.88
06:25;0;6251.01;16;3677.06;59.98;3;3267.23;2766.73;0;0;8;0;2146;2000673163;12.6;250.03;418.26
06:30;0;6251.01;16;3677.06;59.98;3;3267.32;2766.73;0;0;8;0;2146;2000673163;12.6;249.05;435.18
06:35;0;6251.01;0;3677.06;59.97;3;3267.4;2766.73;0;0;3;0;2146;2000673163;12.6;247.47;442.89
06:40;0;6251.01;0;3677.06;59.99;3;3267.48;2766.73;0;0;0;0;2146;2000673163;12.81;247.19;447.63
06:45;0;6251.01;53;3677.06;60.01;3;3267.57;2766.73;0;0;8;0;2146;2000673163;13.12;248.32;455.38
06:50;0;6251.01;15;3677.06;60;3;3267.65;2766.73;0;0;8;0;2146;2000673163;13.16;248.54;456.49
06:55;0;6251.01;15;3677.06;60.01;3;3267.73;2766.73;0;0;8;0;2146;2000673163;13.18;248.28;458.64
07:00;0;6251.01;53;3677.06;60;3;3267.82;2766.73;0;0;8;0;2146;2000673163;13.2;248.28;463
07:05;0;6251.01;15;3677.06;59.98;3;3267.9;2766.73;0;0;8;0;2146;2000673163;13.2;247.85;468.68
07:10;0;6251.01;15;3677.06;59.99;3;3267.98;2766.73;0;0;8;0;2146;2000673163;13.2;247.46;473.31
