CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:40;0;5935.91;53;3491.71;59.02;3;2888.11;2635.89;0;0;8;0;1621;2000673163;6.3;250.22;300.74
06:45;0;5935.91;53;3491.71;59.98;3;2888.19;2635.89;0;0;8;0;1621;2000673163;6.31;250.62;378.92
06:50;0;5935.91;53;3491.71;59.98;3;2888.27;2635.89;0;0;8;0;1621;2000673163;6.66;250.91;416.06
06:55;0;5935.91;53;3491.71;59.98;3;2888.36;2635.89;0;0;8;0;1621;2000673163;6.89;249.88;434.84
07:00;0;5935.91;15;3491.71;59.98;3;2888.44;2635.89;0;0;8;0;1621;2000673163;6.89;249.14;446.64
07:05;0;5935.91;15;3491.71;59.97;3;2888.52;2635.89;0;0;8;0;1621;2000673163;6.9;249.14;454.72
07:10;0;5935.91;15;3491.71;59.98;3;2888.61;2635.89;0;0;8;0;1621;2000673163;6.98;248.32;460.2
07:15;0;5935.91;53;3491.71;59.98;3;2888.69;2635.89;0;0;8;0;1621;2000673163;7.42;248.74;463.74
07:20;0;5935.91;53;3491.71;59.98;3;2888.77;2635.89;0;0;8;0;1621;2000673163;7.49;249.07;466.68
07:25;0;5935.91;0;3491.71;59.98;3;2888.86;2635.89;0;0;3;0;1621;2000673163;7.5;249.01;469.08
07:30;0;5935.92;0;3491.72;59.98;3;2888.94;2635.95;0.21;0.2;7;51.38;1622;2000673163;8.46;249;395.54
07:35;0;5935.93;0;3491.72;59.98;3;2889.02;2636.04;0.32;0.29;7;79.59;1622;2000673163;9.64;248.94;376.99
07:40;0;5935.94;0;3491.73;59.98;3;2889.11;2636.12;0.35;0.3;7;86.44;1622;2000673163;10.27;248.91;401.82
