CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:35;0;5963.16;0;3507.74;59.97;3;2913.53;2644.89;0;0;3;0;1651;2000673163;10.1;249.65;266.17
06:40;0;5963.16;53;3507.74;59.97;3;2913.61;2644.9;0;0;8;0.12;1654;2000673163;10.12;249.75;296.84
06:45;0;5963.16;53;3507.74;59.97;3;2913.7;2644.9;0;0;8;0;1654;2000673163;10.1;249.26;391.06
06:50;0;5963.16;53;3507.74;59.98;3;2913.78;2644.9;0;0;8;0;1654;2000673163;10.31;249.42;415.75
06:55;0;5963.16;53;3507.74;60;3;2913.86;2644.9;0;0;8;0;1654;2000673163;10.65;249.28;431.07
07:00;0;5963.16;53;3507.74;59.98;3;2913.95;2644.9;0;0;8;0;1654;2000673163;10.7;249.25;440.96
07:05;0;5963.16;53;3507.74;59.96;3;2914.03;2644.9;0;0;8;0;1654;2000673163;10.69;248.16;447.85
07:10;0;5963.16;0;3507.74;59.97;3;2914.11;2644.9;0;0;3;0;1654;2000673163;10.7;247.53;452.89
07:15;0;5963.16;0;3507.74;59.97;3;2914.2;2644.94;0.09;0.11;7;23.19;1655;2000673163;11.29;247.41;395.59
07:20;0;5963.17;0;3507.75;59.96;3;2914.28;2645.03;0.18;0.23;7;44.82;1655;2000673163;12.05;247.72;308.68
07:25;0;5963.18;0;3507.75;59.98;3;2914.36;2645.11;0.21;0.24;7;51.79;1655;2000673163;12.55;248.33;329.84
07:30;0;5963.19;0;3507.76;59.97;3;2914.45;2645.2;0.24;0.24;7;60.46;1655;2000673163;13.08;249.23;379.24
