CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:00;0;6956.21;0;4091.89;60.07;3;3921.09;3036.3;0;0.01;7;0.43;3048;2000673163;15.1;248.56;274.22
06:05;0;6956.21;53;4091.89;60;3;3921.17;3036.34;0;0.02;8;0.88;3048;2000673163;15.26;249.29;319.65
06:10;0;6956.21;53;4091.89;60.01;3;3921.26;3036.34;0;0;8;0;3048;2000673163;15.1;249.44;414.12
06:15;0;6956.21;53;4091.89;59.99;3;3921.34;3036.34;0;0;8;0;3048;2000673163;15.1;248.43;427.86
06:20;0;6956.21;53;4091.89;59.98;3;3921.43;3036.34;0;0;8;0;3048;2000673163;15.1;248.81;440.44
06:25;0;6956.21;53;4091.89;59.98;3;3921.51;3036.34;0;0;8;0;3048;2000673163;15.36;248.83;445.66
06:30;0;6956.21;53;4091.89;59.98;3;3921.59;3036.34;0;0;8;0;3048;2000673163;15.63;249.23;447.13
06:35;0;6956.21;53;4091.89;59.97;3;3921.68;3036.34;0;0;8;0;3048;2000673163;15.75;248.93;450.59
06:40;0;6956.21;53;4091.89;59.98;3;3921.76;3036.34;0;0;8;0;3048;2000673163;15.76;246.96;450.54
06:45;0;6956.21;53;4091.89;59.97;3;3921.84;3036.34;0;0;8;0;3048;2000673163;15.78;246.83;452.95
06:50;0;6956.21;0;4091.89;59.97;3;3921.93;3036.34;0;0;3;0;3048;2000673163;15.79;247.67;452.62
06:55;0;6956.22;0;4091.89;59.97;3;3922.01;3036.38;0.2;0.17;7;48.69;3049;2000673163;16.28;247.57;418.44
07:00;0;6956.24;0;4091.9;59.99;3;3922.09;3036.46;0.45;0.38;7;110.52;3049;2000673163;17.72;246.74;373.34
