CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:30;0;8514.3;0;5008.41;60;3;4557.53;3607.83;0;0;2;0;3367;2000673163;15.1;250.34;280.75
06:35;0;8514.3;0;5008.41;59.99;3;4557.61;3607.86;0;0;7;0.22;3372;2000673163;15.33;249.96;290.42
06:40;0;8514.3;0;5008.41;60.01;3;4557.69;3607.94;0.01;0.02;7;1.05;3372;2000673163;15.76;250.21;251.35
06:45;0;8514.3;0;5008.41;60;3;4557.78;3608.03;0.02;0.05;7;3.79;3372;2000673163;15.82;250.13;252.45
06:50;0;8514.3;0;5008.41;59.99;3;4557.86;3608.11;0.05;0.12;7;13.08;3372;2000673163;15.89;250.23;252.28
06:55;0;8514.3;0;5008.41;60;3;4557.94;3608.19;0.03;0.07;7;6.55;3372;2000673163;16.38;250.14;274.81
07:00;0;8514.3;0;5008.41;59.99;3;4558.03;3608.28;0.07;0.12;7;16.45;3372;2000673163;16.66;249.48;315.69
07:05;0;8514.31;0;5008.42;59.97;3;4558.11;3608.36;0.1;0.16;7;25.51;3372;2000673163;16.99;249.64;321.27
07:10;0;8514.31;0;5008.42;59.98;3;4558.19;3608.44;0.14;0.17;7;34.27;3372;2000673163;17.52;249.49;356.79
07:15;0;8514.32;0;5008.42;59.97;3;4558.28;3608.53;0.2;0.22;7;48.35;3372;2000673163;17.69;249.31;342.45
07:20;0;8514.33;0;5008.43;59.97;3;4558.36;3608.61;0.24;0.24;7;58.47;3372;2000673163;18.17;249.08;369.59
07:25;0;8514.34;0;5008.43;59.97;3;4558.44;3608.69;0.28;0.28;7;68.37;3372;2000673163;18.3;248.12;351.8
