2009;08;11 ; TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
2009;08;12 ; 19:05;0;771.91;0;454.06;60;3;266.1;243.62;0.13;0.17;7;31.77;129;2000673163;31.88;250.83;352.82
2009;08;12 ; 19:10;0;771.91;0;454.06;59.99;3;266.18;243.7;0.07;0.11;7;17.04;129;2000673163;31.51;250.62;353.95
2009;08;12 ; 19:15;0;771.91;0;454.06;60;3;266.26;243.78;0.02;0.05;7;4.96;129;2000673163;30.99;250.64;327.94
2009;08;12 ; 19:20;0;771.91;0;454.06;60;3;266.35;243.8;0;0;3;0.15;129;2000673163;30.19;250.48;375.62
2009;08;12 ; 19:25;0;771.91;0;454.06;60;3;266.43;243.8;0;0;3;0;129;2000673163;29.59;250.36;374.5
2009;08;12 ; 19:30;0;771.91;0;454.06;60;3;266.51;243.8;0;0;3;0;129;2000673163;29.11;250.51;334.51
2009;08;12 ; 19:35;0;771.91;0;454.06;59.99;3;266.6;243.8;0;0;3;0;129;2000673163;28.89;249.82;235.74
2009;08;12 ; 19:40;0;771.91;0;454.06;60;3;266.6;243.8;0;0;3;0;129;2000673163;28.4;249.65;132
2009;08;13 ; CSV-Export;Version: 1.01;Separator: Semicolon
2009;08;13 ; 
2009;08;13 ; ;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
2009;08;13 ; ;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
2009;08;13 ; TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
2009;08;13 ; hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
2009;08;13 ; 06:25;0;771.91;0;454.06;60;3;266.59;243.8;0;0;2;0;129;2000673163;16.42;249.56;269.52
2009;08;13 ; 06:30;0;771.91;0;454.06;59.99;3;266.67;243.8;0;0;2;0.01;131;2000673163;16.79;248.97;289.72
2009;08;13 ; 06:35;0;771.91;0;454.06;59.97;3;266.76;243.87;0.01;0.02;7;1.17;133;2000673163;16.98;248.94;256.97
2009;08;13 ; 06:40;0;771.91;0;454.06;59.98;3;266.84;243.92;0.01;0.03;3;1.78;133;2000673163;17.25;248.65;312.07
2009;08;13 ; 06:45;0;771.91;0;454.06;59.97;3;266.92;243.92;0;0;3;0;133;2000673163;17;248.93;418.42
2009;08;13 ; 06:50;0;771.91;0;454.06;59.98;3;267.01;243.92;0;0;6;0.6;134;2000673163;17.01;248.92;427.31
2009;08;13 ; 06:55;0;771.91;0;454.07;59.99;3;267.09;244.01;0.16;0.2;7;40.09;134;2000673163;18.06;248.87;330.46
2009;08;13 ; 07:00;0;771.92;0;454.07;59.99;3;267.17;244.09;0.24;0.28;7;59.97;134;2000673163;18.55;248.7;317.55
2009;08;13 ; 07:05;0;771.93;0;454.08;59.98;3;267.26;244.17;0.35;0.34;7;86.73;134;2000673163;18.9;247.98;343.72
2009;08;13 ; 07:10;0;771.95;0;454.09;59.98;3;267.34;244.26;0.52;0.43;7;128.13;134;2000673163;19.65;247.55;369.95
2009;08;13 ; 07:15;0;771.98;0;454.1;59.97;3;267.42;244.34;0.64;0.5;7;157.78;134;2000673163;20.19;247.63;381.92
2009;08;13 ; 07:20;0;772;0;454.12;59.97;3;267.51;244.42;0.73;0.56;7;180.88;134;2000673163;20.53;247.67;387.4
2009;08;13 ; 07:25;0;772.03;0;454.14;59.97;3;267.59;244.51;0.92;0.68;7;226.91;134;2000673163;21.15;247.25;385.27
2009;08;13 ; 07:30;0;772.07;0;454.16;59.98;3;267.67;244.59;1.03;0.75;7;253.51;134;2000673163;21.73;247.54;387.3
2009;08;13 ; 07:35;0;772.11;0;454.18;59.97;3;267.76;244.67;1.11;0.79;7;273.95;134;2000673163;22.32;247.15;392.55
2009;08;13 ; 07:40;0;772.15;0;454.2;59.97;3;267.84;244.76;1.12;0.8;7;277.42;134;2000673163;22.68;247.42;394.04
2009;08;13 ; 07:45;0;772.19;0;454.23;59.97;3;267.92;244.84;1.19;0.84;7;295.28;134;2000673163;23.25;247.85;393.92
2009;08;13 ; 07:50;0;772.24;0;454.26;59.98;3;268.01;244.92;1.32;0.92;7;326.73;134;2000673163;23.81;247.4;396.16
2009;08;13 ; 07:55;0;772.28;0;454.28;59.99;3;268.09;245.01;1.35;0.94;7;334.6;134;2000673163;24.07;247.44;396.84
2009;08;13 ; 08:00;0;772.34;0;454.32;59.99;3;268.17;245.09;1.56;1.06;7;384.97;134;2000673163;25.03;247.53;397.24
2009;08;13 ; 08:05;0;772.4;0;454.35;60;3;268.26;245.17;1.69;1.14;7;417.9;134;2000673163;25.79;247.71;402.31
2009;08;13 ; 08:10;0;772.46;0;454.39;60;3;268.34;245.26;1.84;1.23;7;456.53;134;2000673163;26.51;247.61;402.23
2009;08;13 ; 08:15;0;772.53;0;454.43;60;3;268.42;245.34;2.03;1.35;7;501.92;134;2000673163;27.33;247.5;402.54
2009;08;13 ; 08:20;0;772.61;0;454.48;59.99;3;268.51;245.42;2.18;1.43;7;538.41;134;2000673163;28.08;246.75;404.91
2009;08;13 ; 08:25;0;772.69;0;454.52;59.98;3;268.59;245.51;2.28;1.49;7;561.81;134;2000673163;28.79;246.57;405.21
2009;08;13 ; 08:30;0;772.78;0;454.58;59.98;3;268.67;245.59;2.5;1.63;7;618.12;134;2000673163;29.71;247.62;404.59
2009;08;13 ; 08:35;0;772.87;0;454.63;59.98;3;268.76;245.67;2.73;1.78;7;676.62;134;2000673163;30.84;247.6;405.9
2009;08;13 ; 08:40;0;772.97;0;454.69;59.98;3;268.84;245.76;2.94;1.9;7;728.63;134;2000673163;31.92;247.57;407.21
2009;08;13 ; 08:45;0;773.08;0;454.75;59.97;3;268.92;245.84;2.86;1.85;7;707.1;134;2000673163;32.88;247.18;407.19
2009;08;13 ; 08:50;0;773.16;0;454.8;59.98;3;269.01;245.92;2.41;1.58;7;593.67;134;2000673163;32.59;246.53;402.24
2009;08;13 ; 08:55;0;773.26;0;454.86;59.99;3;269.09;246.01;2.95;1.89;7;728.12;134;2000673163;33.55;246.62;408.19
2009;08;13 ; 09:00;0;773.37;0;454.92;59.98;3;269.17;246.09;3.08;1.97;7;758.59;134;2000673163;34.77;246.41;409.19
2009;08;13 ; 09:05;0;773.47;0;454.98;59.97;3;269.26;246.17;2.76;1.77;7;678.82;134;2000673163;35.01;246.06;409.01
2009;08;13 ; 09:10;0;773.57;0;455.04;59.98;3;269.34;246.26;2.9;1.84;7;714.48;134;2000673163;36.13;246.23;413.74
2009;08;13 ; 09:15;0;773.69;0;455.11;59.97;3;269.42;246.34;3.34;2.1;7;822.71;134;2000673163;37.9;246.4;414.95
2009;08;13 ; 09:20;0;773.81;0;455.18;59.98;3;269.51;246.42;3.63;2.28;7;895.36;134;2000673163;39.93;246.51;414.9
2009;08;13 ; 09:25;0;773.94;0;455.26;59.98;3;269.59;246.51;3.75;2.35;7;926.09;134;2000673163;41.69;246.79;414.8
2009;08;13 ; 09:30;0;774.08;0;455.34;59.98;3;269.67;246.59;3.8;2.38;7;935.65;134;2000673163;42.9;246.42;414.01
2009;08;13 ; 09:35;0;774.21;0;455.42;59.97;3;269.76;246.67;3.93;2.47;7;967.09;134;2000673163;43.94;246.26;412.21
2009;08;13 ; 09:40;0;774.36;0;455.51;59.97;3;269.84;246.76;4.21;2.65;7;1036.97;134;2000673163;45.43;246.66;411.68
2009;08;13 ; 09:45;0;774.51;0;455.6;59.97;3;269.92;246.84;4.32;2.75;7;1072.29;134;2000673163;46.58;248.55;409.69
2009;08;13 ; 09:50;0;774.67;0;455.69;59.98;3;270.01;246.92;4.55;2.9;7;1132.25;134;2000673163;47.84;249.18;409.77
2009;08;13 ; 09:55;0;774.85;0;455.79;59.98;3;270.09;247.01;4.98;3.17;7;1239.71;134;2000673163;49.51;249.16;409.33
2009;08;13 ; 10:00;0;775.04;0;455.91;59.98;3;270.17;247.09;5.4;3.44;7;1342.55;134;2000673163;51.58;248.79;407.62
2009;08;13 ; 10:05;0;775.24;0;456.02;59.98;3;270.26;247.17;5.68;3.63;7;1411.77;134;2000673163;53.27;248.76;406.54
2009;08;13 ; 10:10;0;775.44;0;456.14;59.97;3;270.34;247.26;5.81;3.72;7;1444.18;134;2000673163;54.68;248.47;405.04
2009;08;13 ; 10:15;0;775.65;0;456.27;59.96;3;270.42;247.34;5.97;3.8;7;1484.71;134;2000673163;55.97;248.64;407.53
2009;08;13 ; 10:20;0;775.87;0;456.4;59.96;3;270.51;247.42;6.21;3.95;7;1541.01;134;2000673163;57.26;248.2;406.88
2009;08;13 ; 10:25;0;776.1;0;456.53;59.98;3;270.59;247.51;6.38;4.07;7;1580.64;134;2000673163;58.41;247.93;405.37
2009;08;13 ; 10:30;0;776.32;0;456.66;59.98;3;270.67;247.59;6.5;4.16;7;1608.78;134;2000673163;59.25;247.5;403.76
2009;08;13 ; 10:35;0;776.55;0;456.8;59.98;3;270.76;247.67;6.6;4.23;7;1634.37;134;2000673163;57.02;247.52;403.03
2009;08;13 ; 10:40;0;776.79;0;456.94;59.98;3;270.84;247.76;6.82;4.38;7;1692.88;134;2000673163;52.95;248.26;402.91
2009;08;13 ; 10:45;0;777.04;0;457.08;59.98;3;270.92;247.84;7.08;4.57;7;1754.38;134;2000673163;51.68;247.92;400.25
2009;08;13 ; 10:50;0;777.3;0;457.24;59.98;3;271.01;247.92;7.5;4.8;7;1859.83;134;2000673163;51.75;247.99;403.5
2009;08;13 ; 10:55;0;777.57;0;457.4;59.98;3;271.09;248.01;7.63;4.86;7;1891.82;134;2000673163;51.59;248.06;405.49
2009;08;13 ; 11:00;0;777.83;0;457.55;60;3;271.17;248.09;7.16;4.58;7;1776.76;134;2000673163;52.02;248.1;404.68
2009;08;13 ; 11:05;0;778.08;0;457.7;59.99;3;271.26;248.17;7.34;4.68;7;1821.05;134;2000673163;55.66;248.04;405.23
2009;08;13 ; 11:10;0;778.35;0;457.85;59.99;3;271.34;248.26;7.57;4.82;7;1880.16;134;2000673163;57.82;248.31;406.05
2009;08;13 ; 11:15;0;778.62;0;458.01;59.99;3;271.42;248.34;7.8;4.94;7;1931.42;134;2000673163;59.04;247.73;407.13
2009;08;13 ; 11:20;0;778.9;0;458.18;59.98;3;271.51;248.42;7.94;5.06;7;1968.91;134;2000673163;55;248.14;405.66
2009;08;13 ; 11:25;0;779.18;0;458.34;59.98;3;271.59;248.51;7.98;5.08;7;1980.66;134;2000673163;52.66;248.11;406.45
2009;08;13 ; 11:30;0;779.43;0;458.49;59.98;3;271.67;248.59;7.11;4.53;7;1758.79;134;2000673163;51.11;247.57;404.44
2009;08;13 ; 11:35;0;779.65;0;458.62;59.98;3;271.76;248.67;6.37;4.03;7;1575.95;134;2000673163;51.79;247.55;407.66
2009;08;13 ; 11:40;0;779.94;0;458.79;59.98;3;271.84;248.75;8.17;5.18;7;2025.04;134;2000673163;56.32;247.93;406.88
2009;08;13 ; 11:45;0;780.25;0;458.97;59.98;3;271.92;248.84;8.73;5.57;7;2166.1;134;2000673163;57.43;248.11;405.08
2009;08;13 ; 11:50;0;780.56;0;459.15;59.98;3;272.01;248.92;8.79;5.62;7;2182.56;134;2000673163;54.42;248.24;404.31
2009;08;13 ; 11:55;0;780.88;0;459.34;60;3;272.09;249.01;9.06;5.81;7;2250.28;134;2000673163;53.93;248.31;403.72
2009;08;13 ; 12:00;0;781.19;0;459.52;60.01;3;272.17;249.09;8.85;5.67;7;2198.38;134;2000673163;53.53;248.49;403.64
2009;08;13 ; 12:05;0;781.49;0;459.7;60.01;3;272.26;249.17;8.57;5.47;7;2131.09;134;2000673163;52.35;248.67;406.18
2009;08;13 ; 12:10;0;781.8;0;459.88;59.98;3;272.34;249.26;8.76;5.62;7;2172;134;2000673163;52.34;247.89;402.72
2009;08;13 ; 12:15;0;782.12;0;460.07;59.98;3;272.42;249.34;9.26;5.92;7;2294.35;134;2000673163;53.12;247.83;403.64
2009;08;13 ; 12:20;0;782.43;0;460.25;59.98;3;272.51;249.42;8.62;5.53;7;2136.67;134;2000673163;52.51;247.93;402.19
2009;08;13 ; 12:25;0;782.69;0;460.41;59.98;3;272.59;249.5;7.51;4.81;7;1858.99;134;2000673163;51.71;247.5;402.89
2009;08;13 ; 12:30;0;782.98;0;460.58;59.98;3;272.67;249.59;8.22;5.25;7;2033.56;134;2000673163;55.78;247.37;403.86
2009;08;13 ; 12:35;0;783.28;0;460.75;59.98;3;272.76;249.67;8.64;5.53;7;2140.85;134;2000673163;58.6;247.72;402.86
2009;08;13 ; 12:40;0;783.58;0;460.93;59.98;3;272.84;249.75;8.72;5.59;7;2159.81;134;2000673163;55.25;247.7;402.47
2009;08;13 ; 12:45;0;783.89;0;461.11;59.98;3;272.92;249.84;8.51;5.42;7;2107.64;134;2000673163;53.34;247.64;404.77
2009;08;13 ; 12:50;0;784.16;0;461.27;59.98;3;273.01;249.92;7.92;5.04;7;1957.52;134;2000673163;51.51;247.31;404.9
2009;08;13 ; 12:55;0;784.42;0;461.43;59.99;3;273.09;250.01;7.43;4.72;7;1836.91;134;2000673163;52.51;247.28;405.38
2009;08;13 ; 13:00;0;784.68;0;461.57;60.02;3;273.17;250.09;7.23;4.58;7;1788.71;134;2000673163;54.67;247.37;406.71
2009;08;13 ; 13:05;0;784.92;0;461.72;60.02;3;273.26;250.17;6.96;4.41;7;1722.86;134;2000673163;55.16;247.72;407.35
2009;08;13 ; 13:10;0;785.19;0;461.88;60.01;3;273.34;250.26;7.68;4.84;7;1899.62;134;2000673163;57.2;247.52;408.62
2009;08;13 ; 13:15;0;785.49;0;462.05;59.99;3;273.42;250.34;8.45;5.33;7;2091.58;134;2000673163;58.66;247.51;409.09
2009;08;13 ; 13:20;0;785.79;0;462.23;59.99;3;273.51;250.42;8.72;5.51;7;2160.97;134;2000673163;55.36;247.93;408.53
2009;08;13 ; 13:25;0;786.1;0;462.41;59.99;3;273.59;250.5;8.78;5.58;7;2183.01;134;2000673163;53.79;248.67;407.35
2009;08;13 ; 13:30;0;786.42;0;462.6;59.99;3;273.67;250.59;9.07;5.81;7;2259.81;134;2000673163;53.69;249.16;405.13
2009;08;13 ; 13:35;0;786.75;0;462.8;59.99;3;273.76;250.67;9.37;5.99;7;2337.68;134;2000673163;54.21;249.47;406.48
2009;08;13 ; 13:40;0;787.1;0;463;59.99;3;273.84;250.76;9.69;6.21;7;2420.85;134;2000673163;54.84;249.78;406.1
2009;08;13 ; 13:45;0;787.43;0;463.2;59.99;3;273.92;250.84;9.41;6.05;7;2349.55;134;2000673163;54.47;249.73;404.47
2009;08;13 ; 13:50;0;787.77;0;463.4;59.99;3;274;250.92;9.84;6.3;7;2456.93;134;2000673163;54.81;249.67;406.25
2009;08;13 ; 13:55;0;788.14;0;463.61;59.99;3;274.09;251;10.27;6.55;7;2566.03;134;2000673163;55.92;249.82;408.06
2009;08;13 ; 14:00;0;788.51;0;463.83;59.99;3;274.17;251.09;10.38;6.62;7;2597.16;134;2000673163;56.37;250.14;408.43
2009;08;13 ; 14:05;0;788.88;0;464.05;59.99;3;274.26;251.17;10.37;6.63;7;2590.92;134;2000673163;56.54;249.9;407.19
2009;08;13 ; 14:10;0;789.24;0;464.26;59.99;3;274.34;251.25;10.32;6.58;7;2580.67;134;2000673163;56.51;250.03;408.68
2009;08;13 ; 14:15;0;789.61;0;464.48;59.99;3;274.42;251.34;10.34;6.6;7;2582.48;134;2000673163;56.22;249.75;407.88
2009;08;13 ; 14:20;0;789.97;0;464.69;59.99;3;274.5;251.42;10.44;6.64;7;2594.83;134;2000673163;56.5;248.51;407.21
2009;08;13 ; 14:25;0;790.37;0;464.92;59.99;3;274.59;251.51;10.98;7.02;7;2733.32;134;2000673163;57.59;248.96;405.73
2009;08;13 ; 14:30;0;790.76;0;465.15;59.99;3;274.67;251.59;11.1;7.15;7;2761.91;134;2000673163;58.35;248.96;402.28
2009;08;13 ; 14:35;0;791.16;0;465.39;59.99;3;274.76;251.67;11.36;7.38;7;2830.67;134;2000673163;59.3;249.31;399.36
2009;08;13 ; 14:40;0;791.56;0;465.62;59.99;3;274.84;251.76;11.37;7.44;7;2835.89;134;2000673163;59.42;249.35;397.07
2009;08;13 ; 14:45;0;791.97;0;465.87;59.99;3;274.92;251.84;11.71;7.66;7;2922.58;134;2000673163;60.41;249.65;397.66
2009;08;13 ; 14:50;0;792.39;0;466.11;59.99;3;275.01;251.92;11.67;7.65;7;2916.35;134;2000673163;60.41;249.96;397.32
2009;08;13 ; 14:55;0;792.81;0;466.36;59.99;3;275.09;252.01;11.93;7.9;7;2988.22;134;2000673163;60.9;250.55;393.9
2009;08;13 ; 15:00;0;793.23;0;466.6;59.98;3;275.17;252.09;11.73;7.77;7;2933.84;134;2000673163;60.76;250.14;393.49
2009;08;13 ; 15:05;0;793.64;0;466.85;59.99;3;275.26;252.17;11.6;7.72;7;2901.22;134;2000673163;60.51;250.1;391.36
2009;08;13 ; 15:10;0;794.05;0;467.09;60;3;275.34;252.26;11.54;7.69;7;2888.35;134;2000673163;60.36;250.25;391.26
2009;08;13 ; 15:15;0;794.47;0;467.34;60;3;275.42;252.34;11.91;8.05;7;2982.58;134;2000673163;60.75;250.52;385.88
2009;08;13 ; 15:20;0;794.9;0;467.59;59.99;3;275.51;252.42;12.18;8.27;7;3055.19;134;2000673163;61.29;250.9;384.79
2009;08;13 ; 15:25;0;795.34;0;467.85;60;3;275.59;252.51;12.28;8.37;7;3077.14;134;2000673163;61.45;250.66;382.7
2009;08;13 ; 15:30;0;795.78;0;468.11;60;3;275.67;252.59;12.47;8.47;7;3114.78;134;2000673163;61.92;249.78;383.22
2009;08;13 ; 15:35;0;796.22;0;468.37;60;3;275.76;252.67;12.48;8.49;7;3114.5;134;2000673163;61.94;249.55;382.29
2009;08;13 ; 15:40;0;796.65;0;468.62;59.99;3;275.84;252.76;12.25;8.34;7;3065.31;134;2000673163;61.44;250.19;382.95
2009;08;13 ; 15:45;0;797.09;0;468.88;59.99;3;275.92;252.84;12.21;8.26;7;3041.64;134;2000673163;61.31;249.04;383.69
2009;08;13 ; 15:50;0;797.52;0;469.13;59.99;3;276.01;252.92;12.15;8.24;7;3025.04;134;2000673163;61.26;249.07;382.52
2009;08;13 ; 15:55;0;797.94;0;469.38;59.99;3;276.09;253.01;12.01;8.13;7;2990.49;134;2000673163;61.12;248.99;383.12
2009;08;13 ; 16:00;0;798.36;0;469.62;60;3;276.17;253.09;11.84;8;7;2944.18;134;2000673163;60.71;248.74;383.21
2009;08;13 ; 16:05;0;798.77;0;469.86;60;3;276.26;253.17;11.62;7.83;7;2886.13;134;2000673163;60.54;248.48;383.86
2009;08;13 ; 16:10;0;799.17;0;470.1;59.98;3;276.34;253.26;11.61;7.81;7;2884.53;134;2000673163;60.44;248.5;384.45
2009;08;13 ; 16:15;0;799.57;0;470.34;59.99;3;276.42;253.34;11.32;7.62;7;2812.29;134;2000673163;59.9;248.51;384.34
2009;08;13 ; 16:20;0;799.96;0;470.57;60;3;276.51;253.42;11.15;7.51;7;2774.21;134;2000673163;59.39;248.81;384.47
2009;08;13 ; 16:25;0;800.36;0;470.8;59.99;3;276.59;253.51;11.04;7.48;7;2759.97;134;2000673163;59.16;249.97;384.06
2009;08;13 ; 16:30;0;800.75;0;471.03;59.99;3;276.67;253.59;10.98;7.45;7;2749.77;134;2000673163;58.8;250.49;384.03
2009;08;13 ; 16:35;0;801.14;0;471.26;60;3;276.76;253.67;10.89;7.39;7;2731.42;134;2000673163;58.46;250.92;384.32
2009;08;13 ; 16:40;0;801.52;0;471.48;59.99;3;276.84;253.76;10.8;7.33;7;2715.17;134;2000673163;58.21;251.32;385.29
2009;08;13 ; 16:45;0;801.9;0;471.7;59.99;3;276.92;253.84;10.56;7.14;7;2656.43;134;2000673163;57.53;251.51;386.84
2009;08;13 ; 16:50;0;802.26;0;471.92;59.99;3;277.01;253.92;10.31;6.9;7;2584.47;134;2000673163;56.49;250.64;389.91
2009;08;13 ; 16:55;0;802.63;0;472.14;59.99;3;277.09;254.01;10.42;6.82;7;2607.5;134;2000673163;56.64;250.2;398.08
2009;08;13 ; 17:00;0;803;0;472.35;60;3;277.17;254.09;10.46;6.76;7;2614.23;134;2000673163;56.67;249.89;402.73
2009;08;13 ; 17:05;0;803.36;0;472.57;60.01;3;277.26;254.17;10.24;6.61;7;2558.4;134;2000673163;56.19;249.96;403.08
2009;08;13 ; 17:10;0;803.69;0;472.76;60;3;277.34;254.26;9.2;5.91;7;2292.55;134;2000673163;53.79;249.07;404.03
2009;08;13 ; 17:15;0;803.95;0;472.91;59.99;3;277.42;254.34;7.58;4.88;7;1883.13;134;2000673163;51.19;248.59;402.35
2009;08;13 ; 17:20;0;804.2;0;473.06;59.99;3;277.51;254.42;6.87;4.41;7;1709.7;134;2000673163;52.44;248.96;403.94
2009;08;13 ; 17:25;0;804.45;0;473.2;60;3;277.59;254.51;7.02;4.55;7;1747.57;134;2000673163;53.31;248.81;400.49
2009;08;13 ; 17:30;0;804.66;0;473.33;60;3;277.67;254.59;6.18;4.04;7;1544.49;134;2000673163;53.38;249.9;398.84
2009;08;13 ; 17:35;0;804.87;0;473.45;60.02;3;277.76;254.67;5.65;3.75;7;1414.86;134;2000673163;51.89;250.52;394.69
2009;08;13 ; 17:40;0;805.06;0;473.56;60.01;3;277.84;254.76;5.34;3.42;7;1338.28;134;2000673163;51.42;250.68;410.24
2009;08;13 ; 17:45;0;805.2;0;473.65;59.99;3;277.92;254.84;3.99;2.54;7;997.97;134;2000673163;48.76;250.34;413.14
2009;08;13 ; 17:50;0;805.32;0;473.72;59.99;3;278.01;254.92;3.3;2.14;7;825.52;134;2000673163;46.36;250.56;408.01
2009;08;13 ; 17:55;0;805.44;0;473.79;59.99;3;278.09;255.01;3.48;2.28;7;872.55;134;2000673163;45.58;251;403.78
2009;08;13 ; 18:00;0;805.54;0;473.85;60;3;278.17;255.09;2.71;1.79;7;680.49;134;2000673163;43.99;251.64;406.01
2009;08;13 ; 18:05;0;805.63;0;473.9;59.99;3;278.26;255.17;2.56;1.7;7;646.25;134;2000673163;42.62;252.78;405.91
2009;08;13 ; 18:10;0;805.73;0;473.96;59.99;3;278.34;255.26;2.95;1.97;7;745.88;134;2000673163;42.77;252.51;401.29
2009;08;13 ; 18:15;0;805.81;0;474.01;59.98;3;278.42;255.34;2.15;1.45;7;540.88;134;2000673163;41.11;251.6;402.06
2009;08;13 ; 18:20;0;805.87;0;474.04;59.99;3;278.51;255.42;1.67;1.16;7;419.66;134;2000673163;39.65;251.91;397.78
2009;08;13 ; 18:25;0;805.93;0;474.08;59.99;3;278.59;255.51;1.68;1.16;7;421.06;134;2000673163;38.63;251.44;397.81
2009;08;13 ; 18:30;0;805.99;0;474.11;60;3;278.67;255.59;1.66;1.17;7;418.65;134;2000673163;38.5;251.75;391.05
2009;08;13 ; 18:35;0;806.08;0;474.17;60;3;278.76;255.67;2.54;1.87;7;641.14;134;2000673163;39.27;252.11;365.59
2009;08;13 ; 18:40;0;806.15;0;474.21;60;3;278.84;255.76;1.95;1.47;7;491.83;134;2000673163;38.8;252.15;365.61
2009;08;13 ; 18:45;0;806.22;0;474.25;60;3;278.92;255.84;1.99;1.51;7;502.81;134;2000673163;38.37;252.72;358.96
2009;08;13 ; 18:50;0;806.27;0;474.27;59.99;3;279.01;255.92;1.25;0.91;7;314.95;134;2000673163;36.77;252.08;385.33
2009;08;13 ; 18:55;0;806.31;0;474.3;59.99;3;279.09;256.01;1.12;0.81;7;282.87;134;2000673163;36.32;251.86;394.86
2009;08;13 ; 19:00;0;806.34;0;474.32;59.99;3;279.17;256.09;0.84;0.63;7;210.15;134;2000673163;35.18;252.03;388.81
2009;08;13 ; 19:05;0;806.36;0;474.33;59.98;3;279.26;256.17;0.59;0.49;7;149.58;134;2000673163;34.21;252.71;375.8
2009;08;13 ; 19:10;0;806.37;0;474.34;59.99;3;279.34;256.26;0.46;0.39;7;116.47;134;2000673163;33.6;251.48;384.51
2009;08;13 ; 19:15;0;806.38;0;474.34;59.99;3;279.42;256.34;0.25;0.24;7;62.12;134;2000673163;32.92;251.66;382
2009;08;13 ; 19:20;0;806.39;0;474.35;59.99;3;279.51;256.42;0.17;0.21;7;43.05;134;2000673163;32.18;251.66;343.86
2009;08;13 ; 19:25;0;806.39;0;474.35;59.99;3;279.59;256.51;0.09;0.13;7;22.04;134;2000673163;31.62;251.64;360.62
2009;08;13 ; 19:30;0;806.39;0;474.35;59.99;3;279.67;256.59;0.02;0.04;7;4.03;134;2000673163;31.27;251.39;326.78
2009;08;13 ; 19:35;0;806.39;0;474.35;59.99;3;279.76;256.67;0.02;0.05;7;3.68;134;2000673163;30.39;251.11;252.78
2009;08;13 ; 19:40;0;806.39;0;474.35;59.98;3;279.84;256.71;0;0.01;3;0.36;135;2000673163;29.78;251.04;275
2009;08;13 ; 19:45;0;806.39;0;474.35;59.98;3;279.9;256.71;0;0;3;0;135;2000673163;29.21;250.75;210.39
2009;08;14 ; CSV-Export;Version: 1.01;Separator: Semicolon
2009;08;14 ; 
2009;08;14 ; ;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
2009;08;14 ; ;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
2009;08;14 ; TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
2009;08;14 ; hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
2009;08;14 ; 06:25;0;806.39;0;474.35;60;3;279.88;256.71;0;0;2;0;135;2000673163;17.56;250.78;280.63
2009;08;14 ; 06:30;0;806.39;0;474.35;59.99;3;279.96;256.76;0;0.02;7;0.85;140;2000673163;17.69;250.38;276.42
2009;08;14 ; 06:35;0;806.39;0;474.35;59.99;3;280.05;256.8;0.01;0.02;3;1.38;140;2000673163;17.85;250.47;323.82
2009;08;14 ; 06:40;0;806.39;0;474.35;59.98;3;280.13;256.8;0;0;3;0;140;2000673163;17.7;250.82;421.71
2009;08;14 ; 06:45;0;806.39;0;474.35;59.98;3;280.21;256.81;0.01;0.01;7;2.69;141;2000673163;17.75;251.3;425.05
2009;08;14 ; 06:50;0;806.4;0;474.35;59.98;3;280.3;256.89;0.19;0.22;7;48.77;141;2000673163;18.82;251.58;349.77
2009;08;14 ; 06:55;0;806.41;0;474.36;59.99;3;280.38;256.97;0.26;0.25;7;64.26;141;2000673163;19.59;252.25;386.65
2009;08;14 ; 07:00;0;806.42;0;474.37;60;3;280.46;257.06;0.37;0.33;7;93.21;141;2000673163;20.17;252.49;378.47
2009;08;14 ; 07:05;0;806.44;0;474.38;59.99;3;280.55;257.14;0.45;0.39;7;114.33;141;2000673163;20.49;252;379.61
2009;08;14 ; 07:10;0;806.46;0;474.39;59.99;3;280.63;257.22;0.55;0.46;7;138.71;141;2000673163;20.86;251.4;374.34
