CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
07:05;0;11990.62;0;7053.31;59.99;3;6261.57;5245.57;0;0;2;0;4276;2000673163;4.45;248.17;275.31
07:10;0;11990.62;0;7053.31;59.99;3;6261.66;5245.61;0;0;7;0.2;4277;2000673163;4.85;247.42;272.75
07:15;0;11990.62;0;7053.31;59.98;3;6261.74;5245.7;0.01;0.03;7;2.18;4277;2000673163;5.03;248.47;250.95
07:20;0;11990.62;0;7053.31;59.99;3;6261.82;5245.71;0;0;3;0.31;4277;2000673163;5.06;247.41;415.76
07:25;0;11990.62;0;7053.31;60;3;6261.91;5245.71;0;0;3;0;4277;2000673163;5;246.8;452.09
07:30;0;11990.62;0;7053.31;60.01;3;6261.99;5245.75;0.1;0.1;7;24.68;4278;2000673163;5.58;247.18;417.88
07:35;0;11990.63;0;7053.31;60.02;3;6262.07;5245.83;0.26;0.25;7;63.32;4278;2000673163;6.91;247.15;380.38
07:40;0;11990.64;0;7053.32;60.02;3;6262.16;5245.92;0.35;0.3;7;86.38;4278;2000673163;7.48;247.18;394.22
07:45;0;11990.66;0;7053.33;60.02;3;6262.24;5246;0.43;0.36;7;106.23;4278;2000673163;7.98;248.2;386.88
07:50;0;11990.68;0;7053.34;60.01;3;6262.32;5246.08;0.52;0.42;7;129.07;4278;2000673163;8.44;248.68;383.05
07:55;0;11990.7;0;7053.35;60.01;3;6262.41;5246.17;0.64;0.48;7;157.42;4278;2000673163;8.89;248.41;400.34
08:00;0;11990.73;0;7053.37;60;3;6262.49;5246.25;0.73;0.54;7;180.03;4278;2000673163;9.39;248.6;401.23
