CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:50;0;2185.31;0;1285.48;59.99;3;799.19;758.45;0;0;3;0.03;369;2000673163;15.1;248.2;284.61
06:55;0;2185.31;0;1285.48;59.99;3;799.28;758.52;0.01;0.02;7;1.16;371;2000673163;15.55;248.27;260.58
07:00;0;2185.31;0;1285.48;60;3;799.36;758.6;0.01;0.04;7;2.56;371;2000673163;15.79;248.6;251.44
07:05;0;2185.31;0;1285.48;59.98;3;799.44;758.62;0;0.01;3;0.42;371;2000673163;15.8;248.54;407.61
07:10;0;2185.31;0;1285.48;59.98;3;799.53;758.62;0;0;3;0;371;2000673163;15.76;248.23;434.18
07:15;0;2185.31;0;1285.48;59.98;3;799.61;758.66;0.06;0.08;7;13.8;372;2000673163;16.1;248.94;382.98
07:20;0;2185.32;0;1285.48;59.98;3;799.7;758.74;0.13;0.17;7;31.05;372;2000673163;16.8;248.89;343.31
07:25;0;2185.32;0;1285.49;59.98;3;799.78;758.82;0.16;0.19;7;40.13;372;2000673163;17.07;249.08;352.21
07:30;0;2185.33;0;1285.49;59.99;3;799.86;758.91;0.17;0.22;7;42.63;372;2000673163;17.54;248.85;308.78
07:35;0;2185.34;0;1285.49;60;3;799.95;758.99;0.17;0.25;7;42.38;372;2000673163;17.63;248.64;269.51
07:40;0;2185.34;0;1285.5;59.99;3;800.01;759.06;0.23;0.25;7;55.87;372;2000673163;17.7;249.22;337.9
07:45;0;2185.35;0;1285.5;59.98;3;800.1;759.14;0.25;0.26;7;62.75;372;2000673163;18.21;248.86;353.15
