CSV-Export;Version: 1.01;Separator: Semicolon

;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E;WR40U08E
;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163;2000673163
TimeStamp;Backup State;CO2 saved;Error;E-Total;Fac;Grid Type;h-On;h-Total;Iac;Ipv;Mode;Pac;Power On;Serial Number;Temperature;Vac;Vpv
hh:mm;;lbs;;kWh;Hz;;h;h;A;A;;W;;;degC;V;V
06:30;0;14180.42;0;8341.42;59.98;3;7409.74;6233.48;0;0;2;0;5107;2000673163;13.9;251.92;281.24
06:35;0;14180.42;0;8341.42;59.97;3;7409.83;6233.52;0;0.01;7;0.52;5110;2000673163;14.24;252.38;282.79
06:40;0;14180.42;0;8341.42;59.97;3;7409.91;6233.6;0.01;0.03;7;1.84;5110;2000673163;14.52;252.44;255.43
06:45;0;14180.42;0;8341.42;59.96;3;7409.99;6233.61;0;0;3;0.15;5110;2000673163;14.51;252.85;412.69
06:50;0;14180.42;0;8341.42;59.96;3;7410.08;6233.61;0;0;3;0;5110;2000673163;14.49;252.61;435.99
06:55;0;14180.43;0;8341.43;59.99;3;7410.16;6233.65;0.12;0.12;7;28.86;5111;2000673163;15.03;252.33;409.32
07:00;0;14180.43;0;8341.43;59.98;3;7410.24;6233.74;0.23;0.23;7;57.36;5111;2000673163;16.17;252.42;384.99
07:05;0;14180.44;0;8341.44;59.97;3;7410.33;6233.82;0.26;0.25;7;65.48;5111;2000673163;16.4;252;383.31
07:10;0;14180.46;0;8341.45;59.98;3;7410.41;6233.9;0.41;0.38;7;103.13;5111;2000673163;16.83;251.12;357.62
07:15;0;14180.48;0;8341.46;59.99;3;7410.49;6233.99;0.54;0.45;7;135.68;5111;2000673163;17.51;251.67;376.53
07:20;0;14180.5;0;8341.47;59.98;3;7410.58;6234.07;0.58;0.46;7;144.89;5111;2000673163;17.86;250.98;387.69
07:25;0;14180.52;0;8341.48;59.99;3;7410.66;6234.16;0.67;0.53;7;169.04;5111;2000673163;18.3;251.17;387.91
